Month,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Israel,A388-E30F-02E6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 20.04 LTS (Focal Fossa) (RAM cost),A40C-DDB6-A932,"11,904",gibibyte hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Delhi to EMEA,A4A0-56F9-390A,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Dallas to EMEA,A4A8-E923-CD5A,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Middle East,A6C3-31B5-6D26,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to Frankfurt,A6EC-5938-7478,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from China to EMEA,A786-20CE-5AAC,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Santiago to Americas,A881-8588-45B1,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Australia to EMEA,A9BD-1F37-B3BA,0.283,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Paris to Frankfurt,AB26-D494-4947,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (CPU cost),ABD6-FF7B-A404,"111,802.82",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Las Vegas,ACC0-9F23-6029,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Seoul to Frankfurt,ADCB-5278-B20A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Virginia to EMEA,AF69-B2E4-2D67,0.026,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to Frankfurt,AF79-0AED-D09A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (RAM cost),B0B5-6E19-13AE,"2,880,975.296",gibibyte hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to EMEA,B53A-FB7E-F1F2,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Sao Paulo,B62C-9514-EC43,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Frankfurt,B71A-47B1-DF7C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Turin,B773-4224-2BD2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google on f1-micro,B794-833A-DA54,"2,976.056",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Dallas,B880-D1A6-8C86,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Zurich,B9A0-D107-024E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to Americas,BBF8-C07D-1DF4,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to EMEA,BC06-5C7F-8245,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 8 Jessie (CPU cost),BC14-14A8-314B,"1,488",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to EMEA,BD4D-9347-1509,0.041,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Zurich,BE65-62E6-8BFA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Frankfurt to Americas,BE6F-687A-D530,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Warsaw to Frankfurt,BE89-C9A7-34E6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Delhi,BFCE-631E-CFD3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 9 Stretch (CPU cost),C028-5DF6-3619,"121,367.127",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 10 Buster (CPU cost),C0CF-3E3B-57FB,"496,060.681",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to Americas,C1BB-5F08-C60D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Google Container Engine Node (CPU cost),C268-6D50-D598,"103,344.403",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Netherlands,C2F8-6C2C-1847,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Dammam to Frankfurt,C38F-42EB-E9A8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Americas,C4A4-76CD-56D0,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to Frankfurt,C7F6-27D8-DF13,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Doha,C85C-4E19-F585,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Americas,C8EA-1A86-3D28,0.006,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to South America,C956-B360-BC1C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to EMEA,C9AD-A5FA-D0AE,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - EMEA Based,CCB8-0A9C-50FA,373.637,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 10 Buster (RAM cost),CD20-B4CA-0F7C,"2,196,734.838",gibibyte hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to Americas,CD2E-8A37-FA48,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Frankfurt,CE4A-8D2C-F3C2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Netherlands,CEE6-54ED-F7BB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to EMEA,D011-1819-740D,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Turin to Frankfurt,D041-1FD8-E737,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer In,D0CC-50DF-59D2,"128,418.629",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Milan to Frankfurt,D2B0-994F-A8EA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to Americas,D2DA-41CC-0B33,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 20.04 LTS (Focal Fossa) (CPU cost),D39A-E0A6-C301,"2,976",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Santiago to EMEA,D4A5-E051-0D84,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to EMEA,D5D0-F2B5-9176,0.441,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Las Vegas to Frankfurt,D603-D5AE-48B5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mexico to Frankfurt,D6E1-1ACA-1C9A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Finland to Americas,D72A-E5E4-973E,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to EMEA,D8CD-8B93-BC37,0.538,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (CPU cost),DA21-2385-9025,"702,501.35",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to Frankfurt,DA2E-40FF-7B43,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to EMEA,DC8E-1822-73ED,24.627,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Storage Image in Frankfurt,DCE0-2876-6858,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to EMEA,DD20-AC43-4E32,0.006,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 8 Jessie (RAM cost),DD79-9DED-F4BD,"77,376",gibibyte hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Hong Kong to EMEA,DDDA-B39D-DAB0,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Japan,DE89-F11A-D163,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Toronto to EMEA,DEFB-5E95-FEFC,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu 20.04 LTS (Focal Fossa) (CPU cost),DF89-9851-3C54,"1,488",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to EMEA,DFA5-B5C6-36D6,0.367,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 8 Jessie (CPU cost),E031-67F9-9CDE,"11,904",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to EMEA,E28E-EE6C-DB12,1.158,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Belgium,E2FC-6ECB-EB48,10.651,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Frankfurt,E37C-407E-CFB7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Melbourne to EMEA,E3FA-2C64-BCFD,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Delhi to Americas,E618-1B91-F89A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to EMEA,E7FF-4690-0EB0,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Americas,E926-D07C-E1A4,5.321,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Virtual Disk Import (CPU cost),EAA9-239E-3EF5,"2,976",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Los Angeles to Americas,EB67-3CB7-1BF5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),ECCC-9EE4-AEE4,"111,807.133",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Virtual Disk Import (CPU cost),EF53-174F-A831,744,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Africa to Americas,EF89-EF79-A587,0.006,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Singapore to Americas,F208-E30F-07D3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (RAM cost),F239-15CB-5B98,"2,880,873.286",gibibyte hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to Frankfurt,F392-D386-B0FE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Santiago,F39C-BBA9-BD47,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Los Angeles,F43E-1945-9677,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from EMEA to EMEA,F456-C31A-8A75,"82,115.814",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sydney to EMEA,F6B1-E22C-0BBB,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,"702,446.73",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Frankfurt to EMEA,FA90-C77A-09A3,612.204,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Singapore,FAD1-829C-5E63,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Dallas to Frankfurt,FBE5-1DC7-4B76,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mexico to Americas,FEBF-50E2-78D4,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Data Catalog,89B9-6A5A-B358,Storage Usage,1D52-4857-D286,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,3.833,minute,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Street View Static API,9208-3D32-4342,Static Street View,9BD0-A2EE-44C3,43,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Europe to Middle East,0A5B-5BB2-9A38,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Archive Storage Belgium,1A2D-77C9-8F73,0.019,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Download APAC,1F8B-71B0-3D1B,0.089,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Archive Data Retrieval,27A1-EBA4-49E8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Europe to Other Destinations,D980-4666-37D3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,0.825,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Frankfurt,F272-7933-F065,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to China,0972-3EFD-2355,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Netherlands,272A-EB49-333A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to APAC,2B4F-49C4-7BA5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to Australia,35E6-EC09-EA7E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Frankfurt to Finland,387A-10D9-6FEE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Sydney,3C1F-DB92-6F92,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Data Transfer to Google Services from EMEA to EMEA,3F6F-A77A-0581,58.437,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Zone Data Transfer Out in EMEA,5147-A8E2-ECEA,"11,340.766",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Japan,5A9B-3FA1-E96A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Mumbai,6168-F875-554E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Singapore,7132-A9EE-595A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Zone Data Transfer Out in Frankfurt,8037-B631-848B,2.143,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Frankfurt to China,84AC-BC8A-98CF,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Sao Paulo,8AA3-FE34-B4E0,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Data Transfer to Google Services from Frankfurt to Frankfurt,A489-6469-4A10,2.933,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Montreal,B9BA-B38B-8715,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Northern Virginia,C8C1-ADF4-92E5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from Asia Pacific to EMEA,3465-DA50-804D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Pub/Sub,A1E8-BE35-7EBC,Intra-region data delivery,460A-7826-0471,4.251,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from South America to EMEA,6520-B9AC-21B7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from Australia to EMEA,F396-97E5-D7C5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Cloud Pub/Sub,A1E8-BE35-7EBC,Topics message backlog,F9EB-D3E1-ABDF,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Source Repository,CAE2-A537-4A95,Monthly Active Users,4924-819F-A881,3,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Source Repository,CAE2-A537-4A95,Storage,978B-7150-4C95,2.032,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Source Repository,CAE2-A537-4A95,Egress,BA4C-1D26-B4E0,0.299,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,158,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,BigQuery Storage API,DCC9-8DB9-673F,BigQuery Storage API - Read Bytes Scanned (EU),D844-AFFE-86A2,5.189,tebibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Networking,E505-1604-58F8,Network Private Service Connect Google Managed Service GKE Consumer Data Processing Primary,11AD-2790-7C4B,72.755,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Networking,E505-1604-58F8,Networking Service Directory Integrated Resource,50F4-D7E5-3682,3,month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Networking,E505-1604-58F8,Networking Private Service Connect Partner Select End Point,6882-BFB0-B7E5,744.496,hour,2.48,0.00,0.00,-2.48,0.000000,0.00
2025-10,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,"256,348",count,93.99,0.00,0.00,-93.99,0.000000,0.00
2025-10,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,"256,348",count,68.36,0.00,0.00,-68.36,0.000000,0.00
2025-10,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,"256,348",count,93.99,0.00,0.00,-93.99,0.000000,0.00
2025-10,App Engine,F17B-412E-CB64,Out Bandwidth,37F0-8E44-4CAA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,App Engine,F17B-412E-CB64,Cloud Firestore Entity Writes,4BFF-324E-4B50,5,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,App Engine,F17B-412E-CB64,Frontend Instances,E2EB-F679-D108,1.269,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-10,Compute Engine,6F81-5844-456A,Custom Instance Ram running in EMEA,0F35-41DB-4950,"52,285.088",gibibyte hour,85.30,0.00,-85.46,0.00,-0.164744,-0.16
2025-10,Compute Engine,6F81-5844-456A,Custom Instance Core running in EMEA,606D-D514-8E64,"24,486.071",hour,298.01,0.00,-298.57,0.00,-0.561717,-0.56
2025-09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Europe Multi-region,EC40-8747-D6FF,"699,461.851",gibibyte month,6062.00,0.00,0.00,0.00,6062.002559,6062.00
2025-09,Compute Engine,6F81-5844-456A,Commitment v1: Cpu in EMEA for 1 Year,4F49-1FC5-D994,"644,106.639",hour,4703.48,0.00,0.00,0.00,4703.481098,4703.48
2025-09,Compute Engine,6F81-5844-456A,SSD backed PD Capacity,B188-61DD-52E4,"57,573.142",gibibyte month,3262.47,0.00,0.00,0.00,3262.474194,3262.47
2025-09,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Regional - Extended support vCPU v10 in Belgium,376F-C88F-B033,"48,960",hour,2284.80,0.00,0.00,0.00,2284.800000,2284.80
2025-09,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Europe,D46A-868A-BBF7,"324,202.301",gibibyte,2161.35,0.00,0.00,0.00,2161.348479,2161.35
2025-09,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in EMEA,39F4-0112-6F39,"3,283,572.303",gibibyte hour,5101.57,0.00,-2426.45,-596.83,2078.295506,2078.30
