Month,Region,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2025-05,us-east4,0.00,0.00,0.00,0.00,0.000131,0.00
2025-05,europe-west8,0.00,0.00,0.00,0.00,0.000110,0.00
2025-05,us-east5,0.00,0.00,0.00,0.00,0.000039,0.00
2025-05,europe-central2,0.00,0.00,0.00,0.00,0.000026,0.00
2025-05,europe-north2,0.00,0.00,0.00,0.00,0.000023,0.00
2025-05,asia-east2,0.00,0.00,0.00,0.00,0.000015,0.00
2025-05,asia-south1,0.00,0.00,0.00,0.00,0.000008,0.00
2025-05,us-south1,0.00,0.00,0.00,0.00,0.000008,0.00
2025-05,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000006,0.00
2025-05,asia-northeast1,0.00,0.00,0.00,0.00,0.000005,0.00
2025-05,australia-southeast1,0.00,0.00,0.00,0.00,0.000005,0.00
2025-05,asia-southeast2,0.00,0.00,0.00,0.00,0.000003,0.00
2025-05,europe-west6,0.00,0.00,0.00,0.00,0.000002,0.00
2025-05,southamerica-west1,0.00,0.00,0.00,0.00,0.000001,0.00
2025-05,us-west8,0.00,0.00,0.00,0.00,0.000001,0.00
2025-05,us-east7,0.00,0.00,0.00,0.00,0.000001,0.00
2025-05,asia-northeast3,0.00,0.00,0.00,0.00,0.000000,0.00
2025-05,southamerica-east1,0.00,0.00,0.00,0.00,0.000000,0.00
2025-04,europe-west1,48741.39,0.00,-16740.97,-4103.11,27897.310629,27897.31
2025-04,europe,10274.18,0.00,0.00,0.00,10274.177329,10274.18
2025-04,europe-west3,8571.44,0.00,-3470.77,-225.40,4875.273324,4875.27
2025-04,us-central1,1278.42,0.00,0.00,-1.44,1276.977077,1276.98
2025-04,eu,856.58,0.00,0.00,0.00,856.578274,856.58
2025-04,global,358.49,0.00,0.00,0.00,358.489327,358.49
2025-04,us,320.77,0.00,0.00,0.00,320.770739,320.77
2025-04,europe-north1,125.96,0.00,0.00,0.00,125.959982,125.96
2025-04,europe-west9,41.61,0.00,0.00,0.00,41.613430,41.61
2025-04,,5.20,0.00,0.00,0.00,5.200000,5.20
2025-04,europe-west4,3.16,0.00,0.00,0.00,3.161056,3.16
2025-04,asia-east1,1.51,0.00,0.00,0.00,1.505678,1.51
2025-04,us-east1,1.50,0.00,0.00,0.00,1.497195,1.50
2025-04,us-central2,1.47,0.00,0.00,0.00,1.469240,1.47
2025-04,us-west1,1.45,0.00,0.00,0.00,1.449458,1.45
2025-04,asia-southeast1,0.35,0.00,0.00,0.00,0.352583,0.35
2025-04,europe-west2,0.03,0.00,0.00,0.00,0.033390,0.03
2025-04,europe-north2,0.00,0.00,0.00,0.00,0.001553,0.00
2025-04,europe-west12,0.00,0.00,0.00,0.00,0.000245,0.00
2025-04,us-east4,0.00,0.00,0.00,0.00,0.000103,0.00
2025-04,us-west2,0.00,0.00,0.00,0.00,0.000100,0.00
2025-04,europe-west8,0.00,0.00,0.00,0.00,0.000041,0.00
2025-04,europe-central2,0.00,0.00,0.00,0.00,0.000035,0.00
2025-04,asia-south1,0.00,0.00,0.00,0.00,0.000030,0.00
2025-04,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000028,0.00
2025-04,us-east7,0.00,0.00,0.00,0.00,0.000020,0.00
2025-04,asia-east2,0.00,0.00,0.00,0.00,0.000012,0.00
2025-04,australia-southeast1,0.00,0.00,0.00,0.00,0.000007,0.00
2025-04,asia-northeast1,0.00,0.00,0.00,0.00,0.000005,0.00
2025-04,europe-west6,0.00,0.00,0.00,0.00,0.000005,0.00
2025-04,europe-west10,0.00,0.00,0.00,0.00,0.000004,0.00
2025-04,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000003,0.00
2025-04,asia-southeast2,0.00,0.00,0.00,0.00,0.000002,0.00
2025-04,asia-northeast3,0.00,0.00,0.00,0.00,0.000001,0.00
2025-04,southamerica-east1,0.00,0.00,0.00,0.00,0.000001,0.00
2025-04,us-south1,0.00,0.00,0.00,0.00,0.000001,0.00
2025-04,asia-northeast2,0.00,0.00,0.00,0.00,0.000001,0.00
2025-04,asia-south2,0.00,0.00,0.00,0.00,0.000000,0.00
2025-03,europe-west1,49985.52,0.00,-17257.37,-4195.24,28532.908657,28532.91
2025-03,europe,10044.20,0.00,0.00,0.00,10044.198424,10044.20
2025-03,europe-west3,8635.96,0.00,-3447.50,-227.57,4960.896206,4960.90
2025-03,us-central1,1303.38,0.00,0.00,-1.49,1301.898742,1301.90
2025-03,eu,851.18,0.00,0.00,0.00,851.176062,851.18
2025-03,global,426.37,0.00,0.00,0.00,426.369219,426.37
2025-03,us,318.33,0.00,0.00,0.00,318.333738,318.33
2025-03,europe-north1,230.75,0.00,0.00,-0.26,230.497339,230.50
2025-03,europe-west9,41.72,0.00,0.00,0.00,41.717703,41.72
2025-03,,3.64,0.00,0.00,0.00,3.640000,3.64
2025-03,europe-west4,3.39,0.00,0.00,0.00,3.392462,3.39
2025-03,asia-east1,1.65,0.00,0.00,0.00,1.648653,1.65
2025-03,us-central2,1.52,0.00,0.00,0.00,1.519367,1.52
2025-03,us-east1,1.13,0.00,0.00,0.00,1.132260,1.13
2025-03,us-west1,1.09,0.00,0.00,0.00,1.087916,1.09
2025-03,europe-west2,0.05,0.00,0.00,0.00,0.049069,0.05
2025-03,asia-southeast1,0.04,0.00,0.00,0.00,0.037785,0.04
2025-03,us-east4,0.00,0.00,0.00,0.00,0.003250,0.00
2025-03,europe-west10,0.00,0.00,0.00,0.00,0.001543,0.00
2025-03,europe-west6,0.00,0.00,0.00,0.00,0.001477,0.00
2025-03,europe-north2,0.00,0.00,0.00,0.00,0.000615,0.00
2025-03,me-west1,0.00,0.00,0.00,0.00,0.000156,0.00
2025-03,us-east5,0.00,0.00,0.00,0.00,0.000136,0.00
2025-03,us-west2,0.00,0.00,0.00,0.00,0.000109,0.00
2025-03,europe-west8,0.00,0.00,0.00,0.00,0.000097,0.00
2025-03,asia-northeast3,0.00,0.00,0.00,0.00,0.000086,0.00
2025-03,europe-west12,0.00,0.00,0.00,0.00,0.000084,0.00
2025-03,europe-southwest1,0.00,0.00,0.00,0.00,0.000083,0.00
2025-03,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000070,0.00
2025-03,europe-central2,0.00,0.00,0.00,0.00,0.000054,0.00
2025-03,me-central2,0.00,0.00,0.00,0.00,0.000042,0.00
2025-03,asia-east2,0.00,0.00,0.00,0.00,0.000032,0.00
2025-03,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000027,0.00
2025-03,asia-south1,0.00,0.00,0.00,0.00,0.000010,0.00
2025-03,us-west4,0.00,0.00,0.00,0.00,0.000006,0.00
2025-03,asia-northeast1,0.00,0.00,0.00,0.00,0.000006,0.00
2025-03,northamerica-south1,0.00,0.00,0.00,0.00,0.000006,0.00
2025-03,us-south1,0.00,0.00,0.00,0.00,0.000003,0.00
2025-03,asia-southeast2,0.00,0.00,0.00,0.00,0.000003,0.00
2025-03,australia-southeast1,0.00,0.00,0.00,0.00,0.000002,0.00
2025-03,southamerica-east1,0.00,0.00,0.00,0.00,0.000002,0.00
2025-03,us-west8,0.00,0.00,0.00,0.00,0.000002,0.00
2025-03,us-west3,0.00,0.00,0.00,0.00,0.000001,0.00
2025-03,africa-south1,0.00,0.00,0.00,0.00,0.000000,0.00
2025-03,asia-northeast2,0.00,0.00,0.00,0.00,0.000000,0.00
2025-03,asia-south2,0.00,0.00,0.00,0.00,0.000000,0.00
2025-03,australia-southeast2,0.00,0.00,0.00,0.00,0.000000,0.00
2025-03,me-central1,0.00,0.00,0.00,0.00,0.000000,0.00
2025-03,southamerica-west1,0.00,0.00,0.00,0.00,0.000000,0.00
2025-02,europe-west1,44528.66,0.00,-16045.41,-3423.46,25059.791952,25059.79
2025-02,europe,9131.16,0.00,0.00,0.00,9131.164699,9131.16
2025-02,europe-west3,8762.31,0.00,-3606.03,-207.34,4948.941976,4948.94
2025-02,us-central1,1203.24,0.00,0.00,-1.34,1201.897706,1201.90
2025-02,eu,688.39,0.00,0.00,0.00,688.392336,688.39
2025-02,global,477.49,0.00,0.00,0.00,477.492715,477.49
2025-02,europe-north1,419.48,0.00,0.00,-0.77,418.701654,418.70
2025-02,us,256.80,0.00,0.00,0.00,256.799404,256.80
2025-02,europe-west9,41.76,0.00,0.00,0.00,41.762731,41.76
2025-02,,3.29,0.00,0.00,0.00,3.293333,3.29
2025-02,europe-west4,2.55,0.00,0.00,-0.05,2.504851,2.50
2025-02,asia-east1,1.77,0.00,0.00,0.00,1.769189,1.77
2025-02,us-central2,1.55,0.00,0.00,0.00,1.547603,1.55
2025-02,us-east1,0.79,0.00,0.00,0.00,0.786088,0.79
2025-02,us-west1,0.77,0.00,0.00,-0.00,0.772334,0.77
2025-02,europe-west2,0.36,0.00,0.00,0.00,0.364484,0.36
2025-02,us-west2,0.00,0.00,0.00,0.00,0.000266,0.00
2025-02,us-east4,0.00,0.00,0.00,0.00,0.000135,0.00
2025-02,europe-north2,0.00,0.00,0.00,0.00,0.000096,0.00
2025-02,asia-southeast1,0.00,0.00,0.00,-0.00,0.000066,0.00
2025-02,europe-southwest1,0.00,0.00,0.00,0.00,0.000052,0.00
2025-02,us-east7,0.00,0.00,0.00,0.00,0.000048,0.00
2025-02,asia-south1,0.00,0.00,0.00,0.00,0.000042,0.00
2025-02,europe-central2,0.00,0.00,0.00,0.00,0.000038,0.00
2025-02,asia-east2,0.00,0.00,0.00,0.00,0.000036,0.00
2025-02,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000024,0.00
2025-02,us-east5,0.00,0.00,0.00,0.00,0.000022,0.00
2025-02,southamerica-east1,0.00,0.00,0.00,0.00,0.000017,0.00
2025-02,me-west1,0.00,0.00,0.00,0.00,0.000015,0.00
2025-02,asia-northeast1,0.00,0.00,0.00,0.00,0.000013,0.00
2025-02,me-central2,0.00,0.00,0.00,0.00,0.000010,0.00
2025-02,europe-west12,0.00,0.00,0.00,0.00,0.000008,0.00
2025-02,us-south1,0.00,0.00,0.00,0.00,0.000006,0.00
2025-02,europe-west6,0.00,0.00,0.00,0.00,0.000005,0.00
2025-02,europe-west8,0.00,0.00,0.00,0.00,0.000004,0.00
2025-02,asia-southeast2,0.00,0.00,0.00,0.00,0.000004,0.00
2025-02,australia-southeast1,0.00,0.00,0.00,0.00,0.000002,0.00
2025-02,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000002,0.00
2025-02,asia-northeast3,0.00,0.00,0.00,0.00,0.000001,0.00
2025-02,us-east2,0.01,0.00,0.00,-0.01,0.000000,0.00
2025-01,europe-west1,46843.84,0.00,-18594.06,-1147.75,27102.036720,27102.04
2025-01,europe,9039.26,0.00,0.00,0.00,9039.261686,9039.26
2025-01,europe-west3,10089.34,0.00,-4223.62,-83.51,5782.206089,5782.21
2025-01,us-central1,1304.46,0.00,0.00,-1.49,1302.972342,1302.97
2025-01,eu,779.87,0.00,0.00,0.00,779.870283,779.87
2025-01,us,612.49,0.00,0.00,0.00,612.487821,612.49
2025-01,global,572.53,0.00,0.00,0.00,572.527485,572.53
2025-01,europe-north1,565.62,0.00,0.00,-1.43,564.189171,564.19
2025-01,europe-west9,41.48,0.00,0.00,0.00,41.477497,41.48
2025-01,,4.07,0.00,0.00,0.00,4.073333,4.07
2025-01,europe-west4,2.69,0.00,0.00,-0.11,2.574533,2.57
2025-01,asia-east1,1.64,0.00,0.00,0.00,1.640275,1.64
2025-01,us-central2,1.45,0.00,0.00,0.00,1.449304,1.45
2025-01,us-east1,0.73,0.00,0.00,0.00,0.732327,0.73
2025-01,us-west1,0.72,0.00,0.00,0.00,0.719297,0.72
2025-01,europe-west2,0.04,0.00,0.00,0.00,0.037941,0.04
2025-01,us-south1,0.02,0.00,0.00,0.00,0.015271,0.02
2025-01,us-east5,0.00,0.00,0.00,0.00,0.003042,0.00
2025-01,us-east4,0.00,0.00,0.00,0.00,0.000669,0.00
2025-01,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000256,0.00
2025-01,us-west8,0.00,0.00,0.00,0.00,0.000113,0.00
2025-01,us-west4,0.00,0.00,0.00,0.00,0.000101,0.00
2025-01,europe-central2,0.00,0.00,0.00,0.00,0.000067,0.00
2025-01,europe-west6,0.00,0.00,0.00,0.00,0.000060,0.00
2025-01,us-east7,0.00,0.00,0.00,0.00,0.000048,0.00
2025-01,europe-west8,0.00,0.00,0.00,0.00,0.000044,0.00
2025-01,europe-north2,0.00,0.00,0.00,0.00,0.000033,0.00
2025-01,us-west2,0.00,0.00,0.00,0.00,0.000028,0.00
2025-01,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000012,0.00
2025-01,asia-southeast1,0.00,0.00,0.00,-0.00,0.000012,0.00
2025-01,asia-east2,0.00,0.00,0.00,0.00,0.000009,0.00
2025-01,europe-southwest1,0.00,0.00,0.00,0.00,0.000008,0.00
2025-01,asia-south1,0.00,0.00,0.00,0.00,0.000006,0.00
2025-01,asia-northeast1,0.00,0.00,0.00,0.00,0.000005,0.00
2025-01,asia-northeast3,0.00,0.00,0.00,0.00,0.000002,0.00
2025-01,europe-west12,0.00,0.00,0.00,0.00,0.000002,0.00
2025-01,southamerica-east1,0.00,0.00,0.00,0.00,0.000001,0.00
2025-01,asia-northeast2,0.00,0.00,0.00,0.00,0.000001,0.00
2025-01,asia-south2,0.00,0.00,0.00,0.00,0.000001,0.00
2025-01,europe-west10,0.00,0.00,0.00,0.00,0.000001,0.00
2025-01,australia-southeast1,0.00,0.00,0.00,0.00,0.000000,0.00
2025-01,australia-southeast2,0.00,0.00,0.00,0.00,0.000000,0.00
2025-01,me-central1,0.00,0.00,0.00,0.00,0.000000,0.00
2025-01,us-east2,0.11,0.00,0.00,-0.11,0.000000,0.00
2024-12,europe-west1,48559.82,-1.42,-17961.60,-1405.57,29191.224471,29191.22
2024-12,europe,8727.49,0.00,0.00,0.00,8727.486689,8727.49
2024-12,europe-west3,10024.26,0.00,-3803.20,-82.27,6138.794250,6138.79
2024-12,us-central1,1308.00,0.00,0.00,-1.50,1306.500343,1306.50
2024-12,eu,730.45,0.00,0.00,0.00,730.450369,730.45
2024-12,europe-north1,623.24,0.00,0.00,-1.77,621.473937,621.47
2024-12,global,495.74,0.00,0.00,0.00,495.738261,495.74
2024-12,us,414.46,0.00,0.00,0.00,414.455952,414.46
2024-12,europe-west9,42.03,0.00,0.00,0.00,42.028231,42.03
2024-12,europe-west4,3.43,0.00,0.00,-0.41,3.020077,3.02
2024-12,,1.91,0.00,0.00,0.00,1.906667,1.91
2024-12,asia-east1,1.57,0.00,0.00,0.00,1.566235,1.57
2024-12,us-central2,1.33,0.00,0.00,0.00,1.330459,1.33
2024-12,us-east1,0.67,0.00,0.00,0.00,0.673004,0.67
2024-12,us-west1,0.67,0.00,0.00,-0.00,0.662114,0.66
2024-12,europe-west2,0.02,0.00,0.00,0.00,0.018692,0.02
2024-12,us-south1,0.02,0.00,0.00,0.00,0.018402,0.02
2024-12,us-east5,0.00,0.00,0.00,0.00,0.004564,0.00
2024-12,us-east4,0.00,0.00,0.00,0.00,0.000683,0.00
2024-12,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000201,0.00
2024-12,europe-west8,0.00,0.00,0.00,0.00,0.000075,0.00
2024-12,europe-central2,0.00,0.00,0.00,0.00,0.000052,0.00
2024-12,europe-north2,0.00,0.00,0.00,0.00,0.000028,0.00
2024-12,us-west2,0.00,0.00,0.00,0.00,0.000024,0.00
2024-12,us-east7,0.00,0.00,0.00,0.00,0.000024,0.00
2024-12,asia-southeast1,0.00,0.00,0.00,0.00,0.000022,0.00
2024-12,asia-east2,0.00,0.00,0.00,0.00,0.000021,0.00
2024-12,europe-west12,0.00,0.00,0.00,0.00,0.000013,0.00
2024-12,asia-southeast2,0.00,0.00,0.00,0.00,0.000012,0.00
2024-12,us-west4,0.00,0.00,0.00,0.00,0.000005,0.00
2024-12,australia-southeast1,0.00,0.00,0.00,0.00,0.000005,0.00
2024-12,asia-northeast1,0.00,0.00,0.00,0.00,0.000004,0.00
2024-12,europe-west6,0.00,0.00,0.00,0.00,0.000004,0.00
2024-12,asia-south1,0.00,0.00,0.00,0.00,0.000003,0.00
2024-12,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000002,0.00
2024-12,me-central1,0.00,0.00,0.00,0.00,0.000002,0.00
2024-12,southamerica-west1,0.00,0.00,0.00,0.00,0.000001,0.00
2024-12,asia-northeast3,0.00,0.00,0.00,0.00,0.000000,0.00
2024-12,us-east2,0.02,0.00,0.00,-0.02,0.000000,0.00
2024-11,europe-west1,52505.50,-5.89,-21824.02,-475.75,30199.842093,30199.84
2024-11,europe,8968.41,0.00,0.00,0.00,8968.409776,8968.41
2024-11,europe-west3,11293.55,0.00,-4179.98,-62.04,7051.528439,7051.53
2024-11,us-central1,1294.11,0.00,0.00,-1.45,1292.667919,1292.67
2024-11,eu,734.68,0.00,0.00,0.00,734.676578,734.68
2024-11,europe-north1,695.53,0.00,0.00,-2.22,693.309081,693.31
2024-11,global,492.66,0.00,0.00,0.00,492.664085,492.66
2024-11,us,460.42,0.00,0.00,0.00,460.419971,460.42
2024-11,europe-west9,41.56,0.00,0.00,0.00,41.563958,41.56
2024-11,,4.25,0.00,0.00,0.00,4.246667,4.25
2024-11,europe-west4,4.09,0.00,0.00,-1.31,2.782088,2.78
2024-11,asia-east1,1.40,0.00,0.00,0.00,1.402443,1.40
2024-11,us-central2,1.22,0.00,0.00,0.00,1.218657,1.22
2024-11,us-east1,0.62,0.00,0.00,0.00,0.617603,0.62
2024-11,us-west1,0.61,0.00,0.00,-0.00,0.607795,0.61
2024-11,europe-west2,0.31,0.00,0.00,0.00,0.314639,0.31
2024-11,us-east5,0.01,0.00,0.00,0.00,0.007598,0.01
2024-11,us-south1,0.00,0.00,0.00,0.00,0.004476,0.00
2024-11,us-east4,0.00,0.00,0.00,0.00,0.002083,0.00
2024-11,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000749,0.00
2024-11,us-west4,0.00,0.00,0.00,0.00,0.000265,0.00
2024-11,us-west8,0.00,0.00,0.00,0.00,0.000117,0.00
2024-11,us-east7,0.00,0.00,0.00,0.00,0.000063,0.00
2024-11,europe-west8,0.00,0.00,0.00,0.00,0.000054,0.00
2024-11,asia-southeast1,0.00,0.00,0.00,0.00,0.000052,0.00
2024-11,europe-central2,0.00,0.00,0.00,0.00,0.000049,0.00
2024-11,europe-north2,0.00,0.00,0.00,0.00,0.000034,0.00
2024-11,europe-west12,0.00,0.00,0.00,0.00,0.000034,0.00
2024-11,asia-east2,0.00,0.00,0.00,0.00,0.000027,0.00
2024-11,us-west2,0.00,0.00,0.00,0.00,0.000026,0.00
2024-11,europe-west6,0.00,0.00,0.00,0.00,0.000012,0.00
2024-11,asia-south1,0.00,0.00,0.00,0.00,0.000011,0.00
2024-11,asia-northeast1,0.00,0.00,0.00,0.00,0.000007,0.00
2024-11,europe-west10,0.00,0.00,0.00,0.00,0.000002,0.00
2024-11,northamerica-northeast2,0.00,0.00,0.00,0.00,0.000002,0.00
2024-11,asia-southeast2,0.00,0.00,0.00,0.00,0.000001,0.00
2024-11,me-central1,0.00,0.00,0.00,0.00,0.000001,0.00
2024-11,southamerica-east1,0.00,0.00,0.00,0.00,0.000000,0.00
2024-11,us-east2,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-10,europe-west1,52404.90,-6.47,-21777.55,-361.96,30258.916254,30258.92
2024-10,europe,8369.30,0.00,0.00,0.00,8369.301865,8369.30
2024-10,europe-west3,11568.27,0.00,-4366.25,-64.55,7137.467849,7137.47
2024-10,us-central1,1316.94,0.00,0.00,-1.51,1315.425678,1315.43
2024-10,eu,729.98,0.00,0.00,0.00,729.979436,729.98
2024-10,europe-north1,712.30,0.00,0.00,-2.23,710.066894,710.07
2024-10,global,514.77,0.00,0.00,0.00,514.773257,514.77
2024-10,us,500.96,0.00,0.00,0.00,500.959833,500.96
2024-10,europe-west9,41.86,0.00,0.00,0.00,41.855167,41.86
2024-10,,4.59,0.00,0.00,0.00,4.593333,4.59
2024-10,europe-west4,3.03,0.00,0.00,-0.14,2.887888,2.89
2024-10,asia-east1,1.15,0.00,0.00,0.00,1.149658,1.15
2024-10,europe-west2,1.10,0.00,0.00,0.00,1.097148,1.10
2024-10,us-central2,1.03,0.00,0.00,0.00,1.030374,1.03
2024-10,us-east1,0.52,0.00,0.00,0.00,0.523237,0.52
2024-10,us-west1,0.51,0.00,0.00,-0.00,0.512421,0.51
2024-10,us-east5,0.01,0.00,0.00,0.00,0.006267,0.01
2024-10,us-south1,0.01,0.00,0.00,0.00,0.005821,0.01
2024-10,northamerica-northeast1,0.00,0.00,0.00,0.00,0.002630,0.00
2024-10,us-east4,0.00,0.00,0.00,0.00,0.001331,0.00
2024-10,us-west4,0.00,0.00,0.00,0.00,0.000516,0.00
2024-10,us-west8,0.00,0.00,0.00,0.00,0.000312,0.00
2024-10,us-west2,0.00,0.00,0.00,0.00,0.000054,0.00
2024-10,europe-central2,0.00,0.00,0.00,0.00,0.000053,0.00
2024-10,europe-west8,0.00,0.00,0.00,0.00,0.000030,0.00
2024-10,asia-southeast1,0.00,0.00,0.00,0.00,0.000026,0.00
2024-10,asia-east2,0.00,0.00,0.00,0.00,0.000018,0.00
2024-10,europe-north2,0.00,0.00,0.00,0.00,0.000013,0.00
2024-10,asia-northeast1,0.00,0.00,0.00,0.00,0.000008,0.00
2024-10,asia-south1,0.00,0.00,0.00,0.00,0.000008,0.00
2024-10,europe-west12,0.00,0.00,0.00,0.00,0.000005,0.00
2024-10,asia-northeast3,0.00,0.00,0.00,0.00,0.000004,0.00
2024-10,europe-west6,0.00,0.00,0.00,0.00,0.000003,0.00
2024-10,australia-southeast1,0.00,0.00,0.00,0.00,0.000002,0.00
2024-10,us-east7,0.00,0.00,0.00,0.00,0.000001,0.00
2024-10,me-central1,0.00,0.00,0.00,0.00,0.000001,0.00
2024-10,us-east2,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-09,europe-west1,49755.52,-5.88,-20800.71,-303.64,28645.294148,28645.29
2024-09,europe,8349.57,0.00,0.00,0.00,8349.570212,8349.57
2024-09,europe-west3,11045.17,0.00,-4141.06,-59.56,6844.548361,6844.55
2024-09,us-central1,1273.40,0.00,0.00,-0.72,1272.681101,1272.68
2024-09,europe-north1,1241.68,0.00,0.00,-5.07,1236.612718,1236.61
2024-09,eu,940.20,0.00,0.00,0.00,940.204284,940.20
2024-09,us,604.75,0.00,0.00,0.00,604.751853,604.75
2024-09,global,497.36,0.00,0.00,0.00,497.360749,497.36
2024-09,europe-west4,163.38,0.00,0.00,-0.23,163.151922,163.15
2024-09,europe-west9,41.25,0.00,0.00,0.00,41.250540,41.25
2024-09,,5.81,0.00,0.00,0.00,5.806667,5.81
2024-09,europe-west2,1.61,0.00,0.00,0.00,1.612735,1.61
2024-09,asia-east1,1.27,0.00,0.00,0.00,1.271830,1.27
2024-09,us-central2,1.00,0.00,0.00,0.00,1.000791,1.00
2024-09,us-east1,0.51,0.00,0.00,0.00,0.511311,0.51
2024-09,us-west1,0.51,0.00,0.00,-0.01,0.494886,0.49
2024-09,us-east5,0.01,0.00,0.00,0.00,0.008834,0.01
2024-09,us-south1,0.01,0.00,0.00,0.00,0.007445,0.01
2024-09,us-east4,0.00,0.00,0.00,0.00,0.002533,0.00
2024-09,northamerica-northeast1,0.00,0.00,0.00,0.00,0.001411,0.00
2024-09,us-west8,0.00,0.00,0.00,0.00,0.000707,0.00
2024-09,europe-central2,0.00,0.00,0.00,0.00,0.000052,0.00
2024-09,us-east7,0.00,0.00,0.00,0.00,0.000045,0.00
2024-09,us-west2,0.00,0.00,0.00,0.00,0.000027,0.00
2024-09,europe-west8,0.00,0.00,0.00,0.00,0.000024,0.00
2024-09,asia-southeast1,0.00,0.00,0.00,0.00,0.000024,0.00
2024-09,us-west4,0.00,0.00,0.00,0.00,0.000024,0.00
2024-09,southamerica-east1,0.00,0.00,0.00,0.00,0.000014,0.00
2024-09,europe-west12,0.00,0.00,0.00,0.00,0.000013,0.00
2024-09,asia-east2,0.00,0.00,0.00,0.00,0.000013,0.00
2024-09,asia-south1,0.00,0.00,0.00,0.00,0.000011,0.00
2024-09,asia-northeast1,0.00,0.00,0.00,0.00,0.000005,0.00
2024-09,europe-west6,0.00,0.00,0.00,0.00,0.000004,0.00
2024-09,australia-southeast1,0.00,0.00,0.00,0.00,0.000004,0.00
2024-09,europe-west10,0.00,0.00,0.00,0.00,0.000002,0.00
2024-09,asia-northeast3,0.00,0.00,0.00,0.00,0.000001,0.00
2024-09,europe-southwest1,0.00,0.00,0.00,0.00,0.000000,0.00
2024-09,us-east2,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-08,europe-west1,50917.38,-6.15,-21250.17,-308.47,29352.597965,29352.60
2024-08,europe,25963.16,0.00,0.00,0.00,25963.163427,25963.16
2024-08,europe-west3,11679.76,0.00,-4457.80,-61.70,7160.261096,7160.26
2024-08,us-central1,1284.75,0.00,0.00,-0.74,1284.003002,1284.00
2024-08,eu,1036.60,0.00,0.00,0.00,1036.603652,1036.60
2024-08,europe-north1,855.26,0.00,0.00,-3.57,851.696123,851.70
2024-08,us,625.33,0.00,0.00,0.00,625.334213,625.33
2024-08,global,476.31,0.00,0.00,0.00,476.311633,476.31
2024-08,europe-west4,125.99,0.00,0.00,-0.25,125.738625,125.74
2024-08,europe-west9,41.10,0.00,0.00,0.00,41.098802,41.10
2024-08,,7.19,0.00,0.00,0.00,7.193333,7.19
2024-08,europe-west2,1.35,0.00,0.00,0.00,1.352173,1.35
2024-08,asia-east1,0.92,0.00,0.00,0.00,0.921529,0.92
2024-08,us-central2,0.90,0.00,0.00,0.00,0.900380,0.90
2024-08,us-east1,0.46,0.00,0.00,0.00,0.462768,0.46
2024-08,us-west1,0.45,0.00,0.00,-0.00,0.446739,0.45
2024-08,us-east4,0.05,0.00,0.00,0.00,0.053108,0.05
2024-08,us-east5,0.02,0.00,0.00,0.00,0.016296,0.02
2024-08,us-south1,0.01,0.00,0.00,0.00,0.006026,0.01
2024-08,asia-southeast1,0.01,0.00,0.00,-0.01,0.002546,0.00
2024-08,northamerica-northeast1,0.00,0.00,0.00,0.00,0.000618,0.00
2024-08,us-west4,0.00,0.00,0.00,0.00,0.000286,0.00
2024-08,us-west8,0.00,0.00,0.00,0.00,0.000151,0.00
2024-08,southamerica-west1,0.00,0.00,0.00,0.00,0.000017,0.00
2024-08,europe-west8,0.00,0.00,0.00,0.00,0.000013,0.00
2024-08,europe-west12,0.00,0.00,0.00,0.00,0.000010,0.00
2024-08,europe-central2,0.00,0.00,0.00,0.00,0.000009,0.00
2024-08,europe-southwest1,0.00,0.00,0.00,0.00,0.000003,0.00
2024-08,us-east2,0.00,0.00,0.00,-0.00,0.000000,0.00
2024-07,europe-west1,50540.01,-5.25,-20601.51,-294.88,29638.378939,29638.38
2024-07,europe-west3,11322.98,0.00,-4225.59,-58.39,7038.991626,7038.99
2024-07,europe,7020.75,0.00,0.00,0.00,7020.750755,7020.75
2024-07,us-central1,1295.91,0.00,0.00,-0.74,1295.166658,1295.17
2024-07,eu,1188.33,0.00,0.00,0.00,1188.327316,1188.33
2024-07,us,559.00,0.00,0.00,0.00,559.001822,559.00
2024-07,global,497.49,0.00,0.00,0.00,497.486544,497.49
2024-07,europe-north1,79.41,0.00,0.00,-0.03,79.382883,79.38
2024-07,europe-west4,56.05,0.00,0.00,-0.19,55.862838,55.86
2024-07,europe-west9,41.16,0.00,0.00,0.00,41.161240,41.16
2024-07,,8.23,0.00,0.00,0.00,8.233333,8.23
2024-07,europe-west2,3.14,0.00,0.00,0.00,3.142940,3.14
