Month,Project name,Project ID,Project number,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2025-03,Project 027,,,2.63,0.00,0.00,0.00,2.634550,2.63
2025-03,Project 018,project-018,000000000018,1.20,0.00,0.00,0.00,1.197024,1.20
2025-03,Project 015,project-015,000000000015,0.70,0.00,0.00,0.00,0.700251,0.70
2025-03,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.238986,0.24
2025-03,Project 017,project-017,000000000017,0.16,0.00,0.00,0.00,0.155836,0.16
2025-03,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021728,0.02
2025-03,Project 019,project-019,000000000019,0.02,0.00,0.00,0.00,0.020222,0.02
2025-03,Project 024,project-024,000000000024,0.01,0.00,0.00,0.00,0.013736,0.01
2025-03,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.010070,0.01
2025-03,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006015,0.01
2025-03,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000001,0.00
2025-02,Project 001,project-001,000000000001,29710.22,0.00,-8295.27,-2530.34,18884.606315,18884.61
2025-02,Project 002,project-002,000000000002,9399.13,0.00,-2175.63,-263.37,6960.129929,6960.13
2025-02,Project 004,project-004,000000000004,5621.02,0.00,-2327.03,-98.34,3195.647216,3195.65
2025-02,Project 003,project-003,000000000003,5076.25,0.00,-1885.93,-162.62,3027.692043,3027.69
2025-02,Project 005,project-005,000000000005,4134.60,0.00,-1381.59,-167.35,2585.656114,2585.66
2025-02,Project 006,project-006,000000000006,3157.71,0.00,-1157.44,-48.24,1952.040942,1952.04
2025-02,Project 007,project-007,000000000007,2962.40,0.00,-989.04,-29.73,1943.629999,1943.63
2025-02,Project 008,project-008,000000000008,2599.55,0.00,-782.41,-128.48,1688.666036,1688.67
2025-02,Project 026,,000000000026,978.69,0.00,-289.95,-79.27,609.459796,609.46
2025-02,Project 025,,000000000025,914.72,0.00,-262.60,-81.67,570.455118,570.46
2025-02,Project 011,project-011,000000000011,449.21,0.00,0.00,-0.77,448.432867,448.43
2025-02,Project 010,project-010,000000000010,183.06,0.00,0.00,0.00,183.061786,183.06
2025-02,Project 009,project-009,000000000009,293.78,0.00,-104.54,-37.05,152.191841,152.19
2025-02,Project 012,project-012,000000000012,24.02,0.00,0.00,0.00,24.016021,24.02
2025-02,Project 013,project-013,000000000013,5.22,0.00,0.00,0.00,5.223353,5.22
2025-02,Project 014,project-014,000000000014,2.98,0.00,0.00,0.00,2.979928,2.98
2025-02,Project 015,project-015,000000000015,0.66,0.00,0.00,0.00,0.664730,0.66
2025-02,Project 027,,,0.56,0.00,0.00,0.00,0.555370,0.56
2025-02,Project 018,project-018,000000000018,0.43,0.00,0.00,0.00,0.425019,0.43
2025-02,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.236874,0.24
2025-02,Project 017,project-017,000000000017,0.15,0.00,0.00,0.00,0.154518,0.15
2025-02,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021469,0.02
2025-02,Project 019,project-019,000000000019,0.02,0.00,0.00,0.00,0.019920,0.02
2025-02,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009782,0.01
2025-02,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006603,0.01
2025-02,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000376,0.00
2025-02,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000001,0.00
2025-02,Project 028,project-028,000000000028,5.74,0.00,0.00,-5.74,0.000000,0.00
2025-01,Project 001,project-001,000000000001,29624.86,0.00,-9612.45,-537.30,19475.106537,19475.11
2025-01,Project 002,project-002,000000000002,9237.11,0.00,-2102.04,-168.67,6966.405523,6966.41
2025-01,Project 003,project-003,000000000003,6815.25,0.00,-2651.02,-134.16,4030.073359,4030.07
2025-01,Project 004,project-004,000000000004,6588.53,0.00,-2719.38,-42.41,3826.738631,3826.74
2025-01,Project 005,project-005,000000000005,4610.85,0.00,-1596.76,-135.76,2878.335993,2878.34
2025-01,Project 007,project-007,000000000007,3243.49,0.00,-1098.79,-27.43,2117.269784,2117.27
2025-01,Project 006,project-006,000000000006,3421.78,0.00,-1272.45,-53.29,2096.041705,2096.04
2025-01,Project 008,project-008,000000000008,2890.51,0.00,-880.38,-73.99,1936.139066,1936.14
2025-01,Project 026,,000000000026,1229.71,0.00,-405.44,-13.67,810.592308,810.59
2025-01,Project 025,,000000000025,1070.57,0.00,-354.35,-30.02,686.201322,686.20
2025-01,Project 011,project-011,000000000011,595.35,0.00,0.00,-1.43,593.920914,593.92
2025-01,Project 010,project-010,000000000010,183.42,0.00,0.00,0.00,183.416307,183.42
2025-01,Project 009,project-009,000000000009,296.34,0.00,-124.61,-9.59,162.147394,162.15
2025-01,Project 012,project-012,000000000012,24.87,0.00,0.00,0.00,24.866098,24.87
2025-01,Project 027,,,11.43,0.00,0.00,0.00,11.427040,11.43
2025-01,Project 013,project-013,000000000013,5.15,0.00,0.00,0.00,5.148912,5.15
2025-01,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.222068,3.22
2025-01,Project 015,project-015,000000000015,0.69,0.00,0.00,0.00,0.694383,0.69
2025-01,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.238055,0.24
2025-01,Project 017,project-017,000000000017,0.15,0.00,0.00,0.00,0.154806,0.15
2025-01,Project 018,project-018,000000000018,0.09,0.00,0.00,0.00,0.087471,0.09
2025-01,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021921,0.02
2025-01,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009694,0.01
2025-01,Project 019,project-019,000000000019,0.01,0.00,0.00,0.00,0.009462,0.01
2025-01,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006528,0.01
2025-01,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000616,0.00
2025-01,Project 028,project-028,000000000028,6.69,0.00,0.00,-6.69,0.000000,0.00
2024-12,Project 001,project-001,000000000001,28510.98,-0.95,-8641.64,-570.28,19298.110214,19298.11
2024-12,Project 002,project-002,000000000002,8557.36,-0.47,-1751.93,-147.09,6657.859140,6657.86
2024-12,Project 003,project-003,000000000003,10004.11,0.00,-3843.72,-365.09,5795.306742,5795.31
2024-12,Project 004,project-004,000000000004,6731.43,0.00,-2529.21,-43.08,4159.137309,4159.14
2024-12,Project 005,project-005,000000000005,4494.89,0.00,-1377.46,-146.02,2971.418256,2971.42
2024-12,Project 006,project-006,000000000006,3396.53,0.00,-1140.43,-57.44,2198.657181,2198.66
2024-12,Project 007,project-007,000000000007,3051.24,0.00,-929.39,-25.36,2096.490464,2096.49
2024-12,Project 008,project-008,000000000008,2773.85,0.00,-794.89,-73.97,1904.996678,1905.00
2024-12,Project 026,,000000000026,1215.69,0.00,-344.60,-13.83,857.258873,857.26
2024-12,Project 025,,000000000025,1016.12,0.00,-299.27,-31.82,685.020847,685.02
2024-12,Project 011,project-011,000000000011,652.97,0.00,0.00,-1.76,651.205718,651.21
2024-12,Project 010,project-010,000000000010,187.92,0.00,0.00,0.00,187.924867,187.92
2024-12,Project 009,project-009,000000000009,288.59,0.00,-112.26,-10.51,165.816851,165.82
2024-12,Project 012,project-012,000000000012,25.96,0.00,0.00,0.00,25.957868,25.96
2024-12,Project 027,,,12.59,0.00,0.00,0.00,12.590482,12.59
2024-12,Project 013,project-013,000000000013,5.18,0.00,0.00,0.00,5.181712,5.18
2024-12,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.222780,3.22
2024-12,Project 015,project-015,000000000015,0.69,0.00,0.00,0.00,0.694652,0.69
2024-12,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.232131,0.23
2024-12,Project 017,project-017,000000000017,0.15,0.00,0.00,0.00,0.154697,0.15
2024-12,Project 018,project-018,000000000018,0.07,0.00,0.00,0.00,0.071009,0.07
2024-12,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021810,0.02
2024-12,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.009553,0.01
2024-12,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009287,0.01
2024-12,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004768,0.00
2024-12,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000008,0.00
2024-12,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000001,0.00
2024-12,Project 028,project-028,000000000028,5.27,0.00,0.00,-5.27,0.000000,0.00
2024-11,Project 001,project-001,000000000001,31222.15,-3.84,-10959.56,-159.59,20099.162144,20099.16
2024-11,Project 002,project-002,000000000002,9742.31,-2.05,-2524.59,-100.89,7114.777381,7114.78
2024-11,Project 003,project-003,000000000003,8981.53,0.00,-3861.12,-85.25,5035.164392,5035.16
2024-11,Project 004,project-004,000000000004,7550.03,0.00,-2796.29,-32.30,4721.441126,4721.44
2024-11,Project 005,project-005,000000000005,4899.42,0.00,-1691.88,-43.12,3164.422954,3164.42
2024-11,Project 007,project-007,000000000007,3572.86,0.00,-1052.75,-19.69,2500.425762,2500.43
2024-11,Project 006,project-006,000000000006,3845.75,0.00,-1366.56,-36.55,2442.640641,2442.64
2024-11,Project 008,project-008,000000000008,2857.80,0.00,-977.76,-27.47,1852.568347,1852.57
2024-11,Project 026,,000000000026,1462.61,0.00,-330.95,-10.05,1121.612001,1121.61
2024-11,Project 025,,000000000025,1088.83,0.00,-299.75,-13.14,775.935511,775.94
2024-11,Project 011,project-011,000000000011,725.20,0.00,0.00,-2.16,723.040870,723.04
2024-11,Project 010,project-010,000000000010,196.15,0.00,0.00,0.00,196.153611,196.15
2024-11,Project 009,project-009,000000000009,302.56,0.00,-142.79,-3.34,156.438461,156.44
2024-11,Project 012,project-012,000000000012,25.18,0.00,0.00,0.00,25.183172,25.18
2024-11,Project 027,,,7.76,0.00,0.00,0.00,7.758833,7.76
2024-11,Project 013,project-013,000000000013,5.22,0.00,0.00,0.00,5.216428,5.22
2024-11,Project 014,project-014,000000000014,3.14,0.00,0.00,0.00,3.144792,3.14
2024-11,Project 015,project-015,000000000015,0.70,0.00,0.00,0.00,0.700232,0.70
2024-11,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.232852,0.23
2024-11,Project 017,project-017,000000000017,0.15,0.00,0.00,0.00,0.154096,0.15
2024-11,Project 018,project-018,000000000018,0.07,0.00,0.00,0.00,0.072002,0.07
2024-11,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021646,0.02
2024-11,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009166,0.01
2024-11,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006147,0.01
2024-11,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004752,0.00
2024-11,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000134,0.00
2024-11,Project 028,project-028,000000000028,9.24,0.00,0.00,-9.24,0.000000,0.00
2024-10,Project 001,project-001,000000000001,31285.57,-4.29,-11300.11,-113.65,19867.514925,19867.51
2024-10,Project 002,project-002,000000000002,10048.79,-2.19,-2690.18,-91.79,7264.628721,7264.63
2024-10,Project 004,project-004,000000000004,7614.43,0.00,-2818.29,-32.72,4763.428969,4763.43
2024-10,Project 003,project-003,000000000003,7207.27,0.00,-2945.57,-50.80,4210.902514,4210.90
2024-10,Project 005,project-005,000000000005,5080.38,0.00,-1796.09,-31.93,3252.364176,3252.36
2024-10,Project 007,project-007,000000000007,3710.47,0.00,-1131.13,-20.92,2558.413073,2558.41
2024-10,Project 006,project-006,000000000006,3935.75,0.00,-1409.25,-32.93,2493.570762,2493.57
2024-10,Project 008,project-008,000000000008,2972.90,0.00,-1066.85,-21.24,1884.807422,1884.81
2024-10,Project 026,,000000000026,1663.34,0.00,-416.84,-10.91,1235.589285,1235.59
2024-10,Project 025,,000000000025,1338.89,0.00,-417.96,-12.01,908.923244,908.92
2024-10,Project 011,project-011,000000000011,742.02,0.00,0.00,-2.23,739.798576,739.80
2024-10,Project 010,project-010,000000000010,204.04,0.00,0.00,0.00,204.038451,204.04
2024-10,Project 009,project-009,000000000009,312.64,0.00,-151.55,-2.63,158.462241,158.46
2024-10,Project 012,project-012,000000000012,26.74,0.00,0.00,0.00,26.741091,26.74
2024-10,Project 027,,,11.77,0.00,0.00,0.00,11.765903,11.77
2024-10,Project 013,project-013,000000000013,5.17,0.00,0.00,0.00,5.169136,5.17
2024-10,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.222882,3.22
2024-10,Project 015,project-015,000000000015,0.71,0.00,0.00,0.00,0.707815,0.71
2024-10,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.233076,0.23
2024-10,Project 017,project-017,000000000017,0.15,0.00,0.00,0.00,0.153484,0.15
2024-10,Project 018,project-018,000000000018,0.08,0.00,0.00,0.00,0.078677,0.08
2024-10,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021941,0.02
2024-10,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009395,0.01
2024-10,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006857,0.01
2024-10,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004768,0.00
2024-10,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000010,0.00
2024-10,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000000,0.00
2024-10,Project 028,project-028,000000000028,6.65,0.00,0.00,-6.65,0.000000,0.00
2024-09,Project 001,project-001,000000000001,31101.79,-3.93,-11262.51,-93.60,19741.755548,19741.76
2024-09,Project 002,project-002,000000000002,9741.06,-1.95,-2540.02,-80.17,7118.908032,7118.91
2024-09,Project 004,project-004,000000000004,7440.78,0.00,-2763.48,-30.22,4647.083790,4647.08
2024-09,Project 003,project-003,000000000003,6690.15,0.00,-2765.20,-37.56,3887.396243,3887.40
2024-09,Project 005,project-005,000000000005,4115.60,0.00,-1319.65,-24.48,2771.465331,2771.47
2024-09,Project 007,project-007,000000000007,3573.06,0.00,-1047.74,-19.33,2505.997105,2506.00
2024-09,Project 006,project-006,000000000006,3987.87,0.00,-1454.50,-31.65,2501.715592,2501.72
2024-09,Project 008,project-008,000000000008,2782.69,0.00,-991.07,-16.40,1775.225344,1775.23
2024-09,Project 011,project-011,000000000011,1271.40,0.00,0.00,-5.06,1266.344495,1266.34
2024-09,Project 026,,000000000026,1475.70,0.00,-329.84,-10.02,1135.839101,1135.84
2024-09,Project 025,,000000000025,1123.75,0.00,-316.24,-9.70,797.806955,797.81
2024-09,Project 010,project-010,000000000010,263.97,0.00,0.00,0.00,263.972434,263.97
2024-09,Project 009,project-009,000000000009,307.21,0.00,-151.52,-2.25,153.441232,153.44
2024-09,Project 012,project-012,000000000012,25.33,0.00,0.00,0.00,25.330997,25.33
2024-09,Project 013,project-013,000000000013,5.22,0.00,0.00,0.00,5.218924,5.22
2024-09,Project 027,,,4.33,0.00,0.00,0.00,4.333448,4.33
2024-09,Project 014,project-014,000000000014,3.14,0.00,0.00,0.00,3.141424,3.14
2024-09,Project 015,project-015,000000000015,0.68,0.00,0.00,0.00,0.681733,0.68
2024-09,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.231647,0.23
2024-09,Project 017,project-017,000000000017,0.14,0.00,0.00,0.00,0.135222,0.14
2024-09,Project 018,project-018,000000000018,0.08,0.00,0.00,0.00,0.077909,0.08
2024-09,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021648,0.02
2024-09,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009293,0.01
2024-09,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006635,0.01
2024-09,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004745,0.00
2024-09,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000472,0.00
2024-09,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000001,0.00
2024-09,Project 028,project-028,000000000028,8.83,0.00,0.00,-8.83,0.000000,0.00
2024-08,Project 001,project-001,000000000001,50120.42,-4.12,-11939.89,-101.16,38075.254114,38075.25
2024-08,Project 002,project-002,000000000002,10303.67,-2.02,-2814.58,-87.95,7399.111785,7399.11
2024-08,Project 004,project-004,000000000004,7385.49,0.00,-2716.05,-29.78,4639.662059,4639.66
2024-08,Project 003,project-003,000000000003,6107.27,0.00,-2437.49,-37.27,3632.510574,3632.51
2024-08,Project 007,project-007,000000000007,3855.71,0.00,-1199.30,-20.15,2636.260325,2636.26
2024-08,Project 006,project-006,000000000006,4108.00,0.00,-1505.91,-30.45,2571.644828,2571.64
2024-08,Project 005,project-005,000000000005,3393.46,0.00,-907.97,-19.25,2466.241166,2466.24
2024-08,Project 008,project-008,000000000008,2820.39,0.00,-1005.72,-16.25,1798.427383,1798.43
2024-08,Project 026,,000000000026,1942.58,0.00,-542.45,-11.77,1388.356776,1388.36
2024-08,Project 025,,000000000025,1477.95,0.00,-481.51,-11.69,984.750743,984.75
2024-08,Project 011,project-011,000000000011,884.93,0.00,0.00,-3.51,881.424240,881.42
2024-08,Project 010,project-010,000000000010,254.44,0.00,0.00,0.00,254.440610,254.44
2024-08,Project 009,project-009,000000000009,316.67,0.00,-157.11,-2.31,157.253178,157.25
2024-08,Project 012,project-012,000000000012,25.88,0.00,0.00,0.00,25.883895,25.88
2024-08,Project 027,,,7.37,0.00,0.00,0.00,7.373136,7.37
2024-08,Project 013,project-013,000000000013,5.23,0.00,0.00,0.00,5.225569,5.23
2024-08,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.222169,3.22
2024-08,Project 015,project-015,000000000015,0.63,0.00,0.00,0.00,0.634049,0.63
2024-08,Project 016,project-016,000000000016,0.23,0.00,0.00,0.00,0.231865,0.23
2024-08,Project 017,project-017,000000000017,0.12,0.00,0.00,0.00,0.115514,0.12
2024-08,Project 018,project-018,000000000018,0.10,0.00,0.00,0.00,0.099678,0.10
2024-08,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021731,0.02
2024-08,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.008943,0.01
2024-08,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.005395,0.01
2024-08,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004764,0.00
2024-08,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000057,0.00
2024-08,Project 028,project-028,000000000028,3.22,0.00,0.00,-3.22,0.000000,0.00
2024-07,Project 001,project-001,000000000001,31101.37,-3.50,-11683.93,-93.51,19320.431940,19320.43
2024-07,Project 002,project-002,000000000002,10897.43,-1.75,-2909.35,-89.23,7897.093550,7897.09
2024-07,Project 004,project-004,000000000004,7408.98,0.00,-2732.65,-29.05,4647.274764,4647.27
2024-07,Project 003,project-003,000000000003,5834.22,0.00,-2294.64,-33.74,3505.847751,3505.85
2024-07,Project 007,project-007,000000000007,3846.80,0.00,-1159.19,-19.47,2668.141044,2668.14
2024-07,Project 006,project-006,000000000006,4115.08,0.00,-1507.30,-29.02,2578.748014,2578.75
2024-07,Project 005,project-005,000000000005,2700.54,0.00,-537.85,-14.21,2148.490427,2148.49
2024-07,Project 008,project-008,000000000008,3250.30,0.00,-1165.61,-17.70,2066.991211,2066.99
2024-07,Project 026,,000000000026,1532.06,0.00,-333.76,-9.87,1188.437165,1188.44
2024-07,Project 025,,000000000025,1187.17,0.00,-343.33,-9.47,834.373848,834.37
2024-07,Project 010,project-010,000000000010,242.90,0.00,0.00,0.00,242.900210,242.90
2024-07,Project 009,project-009,000000000009,318.59,0.00,-159.50,-2.22,156.868984,156.87
2024-07,Project 011,project-011,000000000011,109.13,0.00,0.00,-0.02,109.114527,109.11
2024-07,Project 027,,,28.65,0.00,0.00,0.00,28.650525,28.65
2024-07,Project 012,project-012,000000000012,25.41,0.00,0.00,0.00,25.409712,25.41
2024-07,Project 013,project-013,000000000013,5.38,0.00,0.00,0.00,5.375914,5.38
2024-07,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.222926,3.22
2024-07,Project 015,project-015,000000000015,0.60,0.00,0.00,0.00,0.602214,0.60
2024-07,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.240351,0.24
2024-07,Project 018,project-018,000000000018,0.10,0.00,0.00,0.00,0.095061,0.10
2024-07,Project 017,project-017,000000000017,0.06,0.00,0.00,0.00,0.064197,0.06
2024-07,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021938,0.02
2024-07,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.009249,0.01
2024-07,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006244,0.01
2024-07,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004768,0.00
2024-07,Project 024,project-024,000000000024,0.00,0.00,0.00,0.00,0.000028,0.00
2024-07,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000001,0.00
2024-07,Project 028,project-028,000000000028,6.73,0.00,0.00,-6.73,0.000000,0.00
2024-06,Project 001,project-001,000000000001,29736.48,-1.65,-9968.64,-131.36,19634.836890,19634.84
2024-06,Project 002,project-002,000000000002,10919.02,-4.72,-2537.45,-101.56,8275.284992,8275.28
2024-06,Project 004,project-004,000000000004,7134.95,0.00,-2745.12,-26.83,4362.989240,4362.99
2024-06,Project 003,project-003,000000000003,5764.20,0.00,-2197.11,-42.44,3524.649399,3524.65
2024-06,Project 005,project-005,000000000005,3616.03,0.00,-563.52,-20.56,3031.947319,3031.95
2024-06,Project 007,project-007,000000000007,3940.32,0.00,-1106.98,-19.03,2814.309445,2814.31
2024-06,Project 006,project-006,000000000006,3857.74,0.00,-1279.69,-42.04,2536.010369,2536.01
2024-06,Project 008,project-008,000000000008,2913.79,0.00,-834.46,-22.11,2057.224378,2057.22
2024-06,Project 026,,000000000026,1569.62,0.00,-300.29,-9.18,1260.146251,1260.15
2024-06,Project 025,,000000000025,1208.19,0.00,-240.14,-10.48,957.573865,957.57
2024-06,Project 010,project-010,000000000010,233.68,0.00,0.00,0.00,233.683536,233.68
2024-06,Project 009,project-009,000000000009,266.72,0.00,-89.50,-4.28,172.947431,172.95
2024-06,Project 011,project-011,000000000011,129.40,0.00,0.00,-0.31,129.092537,129.09
2024-06,Project 012,project-012,000000000012,23.53,0.00,0.00,0.00,23.527762,23.53
2024-06,Project 013,project-013,000000000013,6.65,0.00,0.00,0.00,6.648694,6.65
2024-06,Project 014,project-014,000000000014,3.14,0.00,0.00,0.00,3.141385,3.14
2024-06,Project 027,,,1.10,0.00,0.00,0.00,1.102369,1.10
2024-06,Project 015,project-015,000000000015,0.59,0.00,0.00,0.00,0.592072,0.59
2024-06,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.235615,0.24
2024-06,Project 018,project-018,000000000018,0.10,0.00,0.00,0.00,0.098169,0.10
2024-06,Project 017,project-017,000000000017,0.06,0.00,0.00,0.00,0.055428,0.06
2024-06,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.021604,0.02
2024-06,Project 024,project-024,000000000024,0.02,0.00,0.00,0.00,0.021162,0.02
2024-06,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.008776,0.01
2024-06,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006234,0.01
2024-06,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004745,0.00
2024-06,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000111,0.00
2024-06,Project 028,project-028,000000000028,8.09,0.00,0.00,-8.09,0.000000,0.00
2024-05,Project 001,project-001,000000000001,29623.06,0.00,-9586.02,-243.86,19793.187906,19793.19
2024-05,Project 002,project-002,000000000002,12674.41,-12.08,-2501.41,-165.81,9995.102992,9995.10
2024-05,Project 005,project-005,000000000005,6338.84,0.00,-1290.59,-51.75,4996.506061,4996.51
2024-05,Project 004,project-004,000000000004,6966.99,0.00,-2711.02,-26.72,4229.249684,4229.25
2024-05,Project 003,project-003,000000000003,5730.84,0.00,-2193.53,-39.93,3497.386059,3497.39
2024-05,Project 007,project-007,000000000007,4234.03,0.00,-1152.23,-22.32,3059.481062,3059.48
2024-05,Project 006,project-006,000000000006,3614.41,0.00,-1024.17,-117.00,2473.244456,2473.24
2024-05,Project 008,project-008,000000000008,3386.81,0.00,-924.09,-42.14,2420.586338,2420.59
2024-05,Project 026,,000000000026,2219.36,0.00,-534.89,-12.83,1671.634308,1671.63
2024-05,Project 025,,000000000025,1895.05,0.00,-468.66,-10.97,1415.416933,1415.42
2024-05,Project 010,project-010,000000000010,193.08,0.00,0.00,0.00,193.075946,193.08
2024-05,Project 009,project-009,000000000009,226.51,0.00,-17.48,-26.20,182.836096,182.84
2024-05,Project 011,project-011,000000000011,101.67,0.00,0.00,-0.31,101.359353,101.36
2024-05,Project 012,project-012,000000000012,25.25,0.00,0.00,0.00,25.251481,25.25
2024-05,Project 013,project-013,000000000013,6.81,0.00,0.00,0.00,6.808275,6.81
2024-05,Project 014,project-014,000000000014,3.22,0.00,0.00,0.00,3.222851,3.22
2024-05,Project 015,project-015,000000000015,0.57,0.00,0.00,0.00,0.572164,0.57
2024-05,Project 016,project-016,000000000016,0.24,0.00,0.00,0.00,0.238137,0.24
2024-05,Project 018,project-018,000000000018,0.11,0.00,0.00,0.00,0.106043,0.11
2024-05,Project 017,project-017,000000000017,0.06,0.00,0.00,0.00,0.055351,0.06
2024-05,Project 020,project-020,000000000020,0.02,0.00,0.00,0.00,0.022629,0.02
2024-05,Project 024,project-024,000000000024,0.01,0.00,0.00,0.00,0.008732,0.01
2024-05,Project 021,project-021,000000000021,0.01,0.00,0.00,0.00,0.008236,0.01
2024-05,Project 022,project-022,000000000022,0.01,0.00,0.00,0.00,0.006434,0.01
2024-05,Project 019,project-019,000000000019,0.00,0.00,0.00,0.00,0.004768,0.00
2024-05,Project 023,project-023,000000000023,0.00,0.00,0.00,0.00,0.000344,0.00
2024-05,Project 028,project-028,000000000028,6.47,0.00,0.00,-6.47,0.000000,0.00
2024-05,Project 027,,,-1.10,0.00,0.00,0.00,-1.102382,-1.10
2024-04,Project 001,project-001,000000000001,33054.98,0.00,-9359.94,-362.18,23332.868876,23332.87
2024-04,Project 002,project-002,000000000002,15782.84,0.00,-3059.46,-298.29,12425.084759,12425.08
2024-04,Project 005,project-005,000000000005,7809.53,0.00,-1833.24,-99.80,5876.489853,5876.49
2024-04,Project 004,project-004,000000000004,7973.16,0.00,-2747.49,-30.43,5195.247708,5195.25
2024-04,Project 003,project-003,000000000003,6647.79,0.00,-2344.12,-39.84,4263.817534,4263.82
2024-04,Project 007,project-007,000000000007,5339.38,0.00,-1689.18,-44.99,3605.215843,3605.22
2024-04,Project 008,project-008,000000000008,4133.33,0.00,-1254.35,-100.48,2778.496142,2778.50
2024-04,Project 006,project-006,000000000006,3448.33,0.00,-984.78,-108.46,2355.094166,2355.09
2024-04,Project 026,,000000000026,2551.12,0.00,-656.19,-22.07,1872.861485,1872.86
2024-04,Project 025,,000000000025,2142.61,0.00,-569.03,-14.88,1558.696087,1558.70
2024-04,Project 010,project-010,000000000010,214.06,0.00,0.00,0.00,214.060124,214.06
2024-04,Project 011,project-011,000000000011,194.51,0.00,0.00,-0.72,193.787871,193.79
2024-04,Project 009,project-009,000000000009,222.87,0.00,-16.07,-34.64,172.168544,172.17
2024-04,Project 012,project-012,000000000012,40.70,0.00,0.00,0.00,40.701293,40.70
2024-04,Project 013,project-013,000000000013,6.79,0.00,0.00,0.00,6.791233,6.79
2024-04,Project 014,project-014,000000000014,3.14,0.00,0.00,0.00,3.141383,3.14
