Month,Service description,Service ID,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2025-02,Cloud Pub/Sub,A1E8-BE35-7EBC,24.50,0.00,0.00,0.00,24.495858,24.50
2025-02,App Engine,F17B-412E-CB64,10.85,0.00,0.00,0.00,10.850399,10.85
2025-02,Cloud Key Management Service (KMS),EE2F-D110-890C,7.82,0.00,0.00,0.00,7.823958,7.82
2025-02,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,3.29,0.00,0.00,0.00,3.293333,3.29
2025-02,Cloud Run Functions,29E7-DA93-CA13,2.42,0.00,0.00,-1.42,1.003320,1.00
2025-02,Cloud Scheduler,1F14-4801-0E16,0.23,0.00,0.00,0.00,0.231177,0.23
2025-02,Vertex AI,C7E2-9256-1C43,0.09,0.00,0.00,0.00,0.085676,0.09
2025-02,Geocoding API,0AC2-4B25-C429,0.03,0.00,0.00,-0.03,0.000000,0.00
2025-02,Maps API,1934-AA85-20F9,5.53,0.00,0.00,-5.53,0.000000,0.00
2025-02,Street View Static API,9208-3D32-4342,0.04,0.00,0.00,-0.04,0.000000,0.00
2025-02,Maps Static API,CF79-2786-ADFC,0.13,0.00,0.00,-0.13,0.000000,0.00
2025-01,Compute Engine,6F81-5844-456A,48394.30,0.00,-20019.29,-926.02,27448.992358,27448.99
2025-01,Cloud Storage,95FF-2EF5-5EA1,6308.39,0.00,0.00,0.00,6308.390233,6308.39
2025-01,Networking,E505-1604-58F8,3932.17,0.00,0.00,-275.49,3656.673138,3656.67
2025-01,Cloud SQL,9662-B51E-5089,5885.49,0.00,-2798.39,0.00,3087.096627,3087.10
2025-01,BigQuery,24E6-581D-38E5,1927.85,0.00,0.00,0.00,1927.848433,1927.85
2025-01,Cloud Memorystore for Redis,5AF5-2C11-D467,1244.81,0.00,0.00,0.00,1244.808100,1244.81
2025-01,Cloud Monitoring,58CD-E7C3-72CA,656.17,0.00,0.00,0.00,656.172525,656.17
2025-01,Cloud Logging,5490-F7B7-8DF6,591.15,0.00,0.00,0.00,591.146715,591.15
2025-01,Kubernetes Engine,CCD8-9BF1-090E,297.48,0.00,0.00,-24.80,272.675274,272.68
2025-01,BigQuery Storage API,DCC9-8DB9-673F,215.92,0.00,0.00,0.00,215.922566,215.92
2025-01,VM Manager,5E18-9A83-2867,162.08,0.00,0.00,0.00,162.083000,162.08
2025-01,Artifact Registry,149C-F9EC-3994,94.13,0.00,0.00,0.00,94.130191,94.13
2025-01,Cloud DNS,FA26-5236-B8B5,59.85,0.00,0.00,0.00,59.848133,59.85
2025-01,Secret Manager,EE82-7A5E-871C,33.15,0.00,0.00,0.00,33.147862,33.15
2025-01,Cloud Pub/Sub,A1E8-BE35-7EBC,25.05,0.00,0.00,0.00,25.051234,25.05
2025-01,App Engine,F17B-412E-CB64,11.50,0.00,0.00,0.00,11.497403,11.50
2025-01,Cloud Key Management Service (KMS),EE2F-D110-890C,7.29,0.00,0.00,0.00,7.293923,7.29
2025-01,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,4.07,0.00,0.00,0.00,4.073333,4.07
2025-01,Cloud Run Functions,29E7-DA93-CA13,2.50,0.00,0.00,-1.40,1.093316,1.09
2025-01,Cloud Scheduler,1F14-4801-0E16,0.27,0.00,0.00,0.00,0.266660,0.27
2025-01,Vertex AI,C7E2-9256-1C43,0.06,0.00,0.00,0.00,0.064873,0.06
2025-01,Maps API,1934-AA85-20F9,6.54,0.00,0.00,-6.54,0.000000,0.00
2025-01,Street View Static API,9208-3D32-4342,0.04,0.00,0.00,-0.04,0.000000,0.00
2025-01,Maps Static API,CF79-2786-ADFC,0.11,0.00,0.00,-0.11,0.000000,0.00
2025-01,Dataplex,51C6-B3F5-9B38,-0.00,0.00,0.00,0.00,-0.000001,-0.00
2024-12,Compute Engine,6F81-5844-456A,50031.14,-1.42,-18966.78,-1181.52,29881.410866,29881.41
2024-12,Cloud Storage,95FF-2EF5-5EA1,6020.38,0.00,0.00,0.00,6020.379720,6020.38
2024-12,Networking,E505-1604-58F8,3858.72,0.00,0.00,-278.51,3580.208576,3580.21
2024-12,Cloud SQL,9662-B51E-5089,5888.27,0.00,-2798.01,0.00,3090.261835,3090.26
2024-12,BigQuery,24E6-581D-38E5,2050.06,0.00,0.00,0.00,2050.057580,2050.06
2024-12,Cloud Memorystore for Redis,5AF5-2C11-D467,1216.43,0.00,0.00,0.00,1216.428014,1216.43
2024-12,Cloud Monitoring,58CD-E7C3-72CA,654.91,0.00,0.00,0.00,654.907429,654.91
2024-12,Cloud Logging,5490-F7B7-8DF6,396.09,0.00,0.00,0.00,396.094400,396.09
2024-12,Kubernetes Engine,CCD8-9BF1-090E,297.26,0.00,0.00,-24.80,272.457793,272.46
2024-12,BigQuery Storage API,DCC9-8DB9-673F,210.07,0.00,0.00,0.00,210.068230,210.07
2024-12,VM Manager,5E18-9A83-2867,164.90,0.00,0.00,0.00,164.901000,164.90
2024-12,Cloud DNS,FA26-5236-B8B5,61.66,0.00,0.00,0.00,61.660472,61.66
2024-12,Secret Manager,EE82-7A5E-871C,30.66,0.00,0.00,0.00,30.656058,30.66
2024-12,Cloud Pub/Sub,A1E8-BE35-7EBC,26.09,0.00,0.00,0.00,26.086566,26.09
2024-12,App Engine,F17B-412E-CB64,11.26,0.00,0.00,0.00,11.257987,11.26
2024-12,Cloud Key Management Service (KMS),EE2F-D110-890C,6.72,0.00,0.00,0.00,6.718132,6.72
2024-12,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,1.91,0.00,0.00,0.00,1.906667,1.91
2024-12,Cloud Run Functions,29E7-DA93-CA13,2.53,0.00,0.00,-1.44,1.094525,1.09
2024-12,Artifact Registry,149C-F9EC-3994,0.51,0.00,0.00,0.00,0.512925,0.51
2024-12,Cloud Scheduler,1F14-4801-0E16,0.27,0.00,0.00,0.00,0.266660,0.27
2024-12,Vertex AI,C7E2-9256-1C43,0.02,0.00,0.00,0.00,0.018462,0.02
2024-12,Maps API,1934-AA85-20F9,5.08,0.00,0.00,-5.08,0.000000,0.00
2024-12,Street View Static API,9208-3D32-4342,0.07,0.00,0.00,-0.07,0.000000,0.00
2024-12,Maps Static API,CF79-2786-ADFC,0.12,0.00,0.00,-0.12,0.000000,0.00
2024-11,Compute Engine,6F81-5844-456A,55532.79,-5.89,-23281.60,-228.62,32016.681759,32016.68
2024-11,Cloud Storage,95FF-2EF5-5EA1,5796.55,0.00,0.00,0.00,5796.550322,5796.55
2024-11,Networking,E505-1604-58F8,3864.84,0.00,0.00,-278.73,3586.114122,3586.11
2024-11,Cloud SQL,9662-B51E-5089,5739.89,0.00,-2722.40,0.00,3017.493450,3017.49
2024-11,BigQuery,24E6-581D-38E5,2547.35,0.00,0.00,0.00,2547.350981,2547.35
2024-11,Cloud Memorystore for Redis,5AF5-2C11-D467,1140.62,0.00,0.00,0.00,1140.619313,1140.62
2024-11,Cloud Monitoring,58CD-E7C3-72CA,633.04,0.00,0.00,0.00,633.037170,633.04
2024-11,Cloud Logging,5490-F7B7-8DF6,440.49,0.00,0.00,0.00,440.487525,440.49
2024-11,Kubernetes Engine,CCD8-9BF1-090E,288.80,0.00,0.00,-24.80,263.996542,264.00
2024-11,BigQuery Storage API,DCC9-8DB9-673F,202.98,0.00,0.00,0.00,202.982547,202.98
2024-11,VM Manager,5E18-9A83-2867,158.73,0.00,0.00,0.00,158.725000,158.73
2024-11,Cloud DNS,FA26-5236-B8B5,64.16,0.00,0.00,0.00,64.164785,64.16
2024-11,Secret Manager,EE82-7A5E-871C,29.51,0.00,0.00,0.00,29.512860,29.51
2024-11,Cloud Pub/Sub,A1E8-BE35-7EBC,25.30,0.00,0.00,0.00,25.303044,25.30
2024-11,App Engine,F17B-412E-CB64,11.00,0.00,0.00,0.00,11.003141,11.00
2024-11,Cloud Key Management Service (KMS),EE2F-D110-890C,6.17,0.00,0.00,0.00,6.172270,6.17
2024-11,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,4.25,0.00,0.00,0.00,4.246667,4.25
2024-11,Cloud Run Functions,29E7-DA93-CA13,2.44,0.00,0.00,-1.39,1.054408,1.05
2024-11,Artifact Registry,149C-F9EC-3994,0.50,0.00,0.00,0.00,0.503337,0.50
2024-11,Cloud Scheduler,1F14-4801-0E16,0.25,0.00,0.00,0.00,0.254832,0.25
2024-11,Vertex AI,C7E2-9256-1C43,0.03,0.00,0.00,0.00,0.033378,0.03
2024-11,Maps API,1934-AA85-20F9,9.08,0.00,0.00,-9.08,0.000000,0.00
2024-11,Street View Static API,9208-3D32-4342,0.05,0.00,0.00,-0.05,0.000000,0.00
2024-11,Maps Static API,CF79-2786-ADFC,0.11,0.00,0.00,-0.11,0.000000,0.00
2024-10,Compute Engine,6F81-5844-456A,55420.59,-6.47,-23349.65,-115.66,31948.798270,31948.80
2024-10,Cloud Storage,95FF-2EF5-5EA1,5745.16,0.00,0.00,0.00,5745.162871,5745.16
2024-10,Networking,E505-1604-58F8,4009.47,0.00,0.00,-281.86,3727.605915,3727.61
2024-10,Cloud SQL,9662-B51E-5089,5876.10,0.00,-2794.15,0.00,3081.944247,3081.94
2024-10,BigQuery,24E6-581D-38E5,2011.62,0.00,0.00,0.00,2011.622933,2011.62
2024-10,Cloud Memorystore for Redis,5AF5-2C11-D467,1177.01,0.00,0.00,0.00,1177.005257,1177.01
2024-10,Cloud Monitoring,58CD-E7C3-72CA,646.77,0.00,0.00,0.00,646.774907,646.77
2024-10,Cloud Logging,5490-F7B7-8DF6,478.20,0.00,0.00,0.00,478.198846,478.20
2024-10,Kubernetes Engine,CCD8-9BF1-090E,297.20,0.00,0.00,-24.80,272.402790,272.40
2024-10,BigQuery Storage API,DCC9-8DB9-673F,193.73,0.00,0.00,0.00,193.727997,193.73
2024-10,VM Manager,5E18-9A83-2867,159.42,0.00,0.00,0.00,159.417000,159.42
2024-10,Cloud DNS,FA26-5236-B8B5,63.06,0.00,0.00,0.00,63.058444,63.06
2024-10,Secret Manager,EE82-7A5E-871C,31.40,0.00,0.00,0.00,31.400665,31.40
2024-10,Cloud Pub/Sub,A1E8-BE35-7EBC,26.87,0.00,0.00,0.00,26.870852,26.87
2024-10,App Engine,F17B-412E-CB64,11.69,0.00,0.00,0.00,11.686607,11.69
2024-10,Cloud Key Management Service (KMS),EE2F-D110-890C,5.21,0.00,0.00,0.00,5.209038,5.21
2024-10,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,4.59,0.00,0.00,0.00,4.593333,4.59
2024-10,Vertex AI,C7E2-9256-1C43,3.24,0.00,0.00,0.00,3.236960,3.24
2024-10,Cloud Run Functions,29E7-DA93-CA13,2.53,0.00,0.00,-1.44,1.091503,1.09
2024-10,Artifact Registry,149C-F9EC-3994,0.48,0.00,0.00,0.00,0.482300,0.48
2024-10,Cloud Scheduler,1F14-4801-0E16,0.27,0.00,0.00,0.00,0.266660,0.27
2024-10,Geocoding API,0AC2-4B25-C429,0.00,0.00,0.00,-0.00,0.000000,0.00
2024-10,Maps API,1934-AA85-20F9,6.45,0.00,0.00,-6.45,0.000000,0.00
2024-10,Street View Static API,9208-3D32-4342,0.07,0.00,0.00,-0.07,0.000000,0.00
2024-10,Maps Static API,CF79-2786-ADFC,0.12,0.00,0.00,-0.12,0.000000,0.00
2024-09,Compute Engine,6F81-5844-456A,53387.47,-5.88,-22223.55,-66.42,31091.617276,31091.62
2024-09,Cloud Storage,95FF-2EF5-5EA1,5664.38,0.00,0.00,0.00,5664.375080,5664.38
2024-09,Networking,E505-1604-58F8,3881.94,0.00,0.00,-267.79,3614.147168,3614.15
2024-09,Cloud SQL,9662-B51E-5089,5721.70,0.00,-2718.22,0.00,3003.474502,3003.47
2024-09,BigQuery,24E6-581D-38E5,2115.31,0.00,0.00,0.00,2115.306781,2115.31
2024-09,Cloud Memorystore for Redis,5AF5-2C11-D467,1139.04,0.00,0.00,0.00,1139.037442,1139.04
2024-09,Cloud Monitoring,58CD-E7C3-72CA,623.14,0.00,0.00,0.00,623.136540,623.14
2024-09,Cloud Logging,5490-F7B7-8DF6,583.73,0.00,0.00,0.00,583.725768,583.73
2024-09,Kubernetes Engine,CCD8-9BF1-090E,287.83,0.00,0.00,-24.80,263.028955,263.03
2024-09,BigQuery Storage API,DCC9-8DB9-673F,212.44,0.00,0.00,0.00,212.438677,212.44
2024-09,VM Manager,5E18-9A83-2867,144.99,0.00,0.00,0.00,144.991000,144.99
2024-09,Cloud DNS,FA26-5236-B8B5,71.62,0.00,0.00,0.00,71.619080,71.62
2024-09,Secret Manager,EE82-7A5E-871C,29.50,0.00,0.00,0.00,29.502910,29.50
2024-09,Cloud Pub/Sub,A1E8-BE35-7EBC,25.46,0.00,0.00,0.00,25.457065,25.46
2024-09,App Engine,F17B-412E-CB64,11.57,0.00,0.00,0.00,11.568682,11.57
2024-09,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,5.81,0.00,0.00,0.00,5.806667,5.81
2024-09,Cloud Key Management Service (KMS),EE2F-D110-890C,5.05,0.00,0.00,0.00,5.046146,5.05
2024-09,Cloud Run Functions,29E7-DA93-CA13,2.45,0.00,0.00,-1.40,1.049482,1.05
2024-09,Artifact Registry,149C-F9EC-3994,0.47,0.00,0.00,0.00,0.468374,0.47
2024-09,Cloud Scheduler,1F14-4801-0E16,0.25,0.00,0.00,0.00,0.254832,0.25
2024-09,Vertex AI,C7E2-9256-1C43,0.09,0.00,0.00,0.00,0.092873,0.09
2024-09,Geocoding API,0AC2-4B25-C429,0.00,0.00,0.00,-0.00,0.000000,0.00
2024-09,Maps API,1934-AA85-20F9,8.61,0.00,0.00,-8.61,0.000000,0.00
2024-09,Street View Static API,9208-3D32-4342,0.07,0.00,0.00,-0.07,0.000000,0.00
2024-09,Maps Static API,CF79-2786-ADFC,0.16,0.00,0.00,-0.16,0.000000,0.00
2024-08,Compute Engine,6F81-5844-456A,54414.37,-6.15,-22903.01,-76.55,31428.672825,31428.67
2024-08,BigQuery,24E6-581D-38E5,19790.35,0.00,0.00,0.00,19790.345951,19790.35
2024-08,Cloud Storage,95FF-2EF5-5EA1,5613.13,0.00,0.00,0.00,5613.127971,5613.13
2024-08,Networking,E505-1604-58F8,3962.14,0.00,0.00,-268.73,3693.410311,3693.41
2024-08,Cloud SQL,9662-B51E-5089,5876.31,0.00,-2804.97,0.00,3071.344949,3071.34
2024-08,Cloud Memorystore for Redis,5AF5-2C11-D467,1177.01,0.00,0.00,0.00,1177.005227,1177.01
2024-08,Cloud Monitoring,58CD-E7C3-72CA,643.36,0.00,0.00,0.00,643.358543,643.36
2024-08,Cloud Logging,5490-F7B7-8DF6,597.63,0.00,0.00,0.00,597.626273,597.63
2024-08,BigQuery Storage API,DCC9-8DB9-673F,354.06,0.00,0.00,0.00,354.062304,354.06
2024-08,Kubernetes Engine,CCD8-9BF1-090E,297.58,0.00,0.00,-24.80,272.781901,272.78
2024-08,VM Manager,5E18-9A83-2867,144.31,0.00,0.00,0.00,144.310000,144.31
2024-08,Cloud DNS,FA26-5236-B8B5,60.40,0.00,0.00,0.00,60.404219,60.40
2024-08,Secret Manager,EE82-7A5E-871C,30.43,0.00,0.00,0.00,30.432043,30.43
2024-08,Cloud Pub/Sub,A1E8-BE35-7EBC,26.03,0.00,0.00,0.00,26.032135,26.03
2024-08,App Engine,F17B-412E-CB64,11.63,0.00,0.00,0.00,11.625027,11.63
2024-08,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,7.19,0.00,0.00,0.00,7.193333,7.19
2024-08,Cloud Key Management Service (KMS),EE2F-D110-890C,4.55,0.00,0.00,0.00,4.546034,4.55
2024-08,Cloud Run Functions,29E7-DA93-CA13,2.54,0.00,0.00,-1.44,1.094506,1.09
2024-08,Artifact Registry,149C-F9EC-3994,0.47,0.00,0.00,0.00,0.466145,0.47
2024-08,Cloud Scheduler,1F14-4801-0E16,0.27,0.00,0.00,0.00,0.266660,0.27
2024-08,Vertex AI,C7E2-9256-1C43,0.06,0.00,0.00,0.00,0.058274,0.06
2024-08,Geocoding API,0AC2-4B25-C429,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-08,Maps API,1934-AA85-20F9,3.05,0.00,0.00,-3.05,0.000000,0.00
2024-08,Street View Static API,9208-3D32-4342,0.04,0.00,0.00,-0.04,0.000000,0.00
2024-08,Maps Static API,CF79-2786-ADFC,0.12,0.00,0.00,-0.12,0.000000,0.00
2024-08,Dataplex,51C6-B3F5-9B38,-0.00,0.00,0.00,0.00,-0.000086,-0.00
2024-07,Compute Engine,6F81-5844-456A,52669.38,-5.25,-22060.53,-59.50,30544.099458,30544.10
2024-07,Cloud Storage,95FF-2EF5-5EA1,4701.59,0.00,0.00,0.00,4701.591402,4701.59
2024-07,Networking,E505-1604-58F8,4337.54,0.00,0.00,-261.72,4075.826576,4075.83
2024-07,Cloud SQL,9662-B51E-5089,5857.72,0.00,-2766.57,0.00,3091.150909,3091.15
2024-07,BigQuery,24E6-581D-38E5,1836.86,0.00,0.00,0.00,1836.864891,1836.86
2024-07,Cloud Memorystore for Redis,5AF5-2C11-D467,1177.01,0.00,0.00,0.00,1177.005226,1177.01
2024-07,Cloud Monitoring,58CD-E7C3-72CA,636.13,0.00,0.00,0.00,636.129047,636.13
2024-07,Cloud Logging,5490-F7B7-8DF6,530.98,0.00,0.00,0.00,530.977538,530.98
2024-07,Kubernetes Engine,CCD8-9BF1-090E,297.80,0.00,0.00,-24.80,272.995295,273.00
2024-07,BigQuery Storage API,DCC9-8DB9-673F,246.60,0.00,0.00,0.00,246.596664,246.60
2024-07,VM Manager,5E18-9A83-2867,137.70,0.00,0.00,0.00,137.703000,137.70
2024-07,Vertex AI,C7E2-9256-1C43,53.40,0.00,0.00,0.00,53.398136,53.40
2024-07,Cloud DNS,FA26-5236-B8B5,44.64,0.00,0.00,0.00,44.635404,44.64
2024-07,Secret Manager,EE82-7A5E-871C,27.16,0.00,0.00,0.00,27.158660,27.16
2024-07,Cloud Pub/Sub,A1E8-BE35-7EBC,25.55,0.00,0.00,0.00,25.550916,25.55
2024-07,App Engine,F17B-412E-CB64,12.73,0.00,0.00,0.00,12.730925,12.73
2024-07,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,8.23,0.00,0.00,0.00,8.233333,8.23
2024-07,Cloud Key Management Service (KMS),EE2F-D110-890C,3.96,0.00,0.00,0.00,3.962662,3.96
2024-07,Cloud Run Functions,29E7-DA93-CA13,2.58,0.00,0.00,-1.49,1.094586,1.09
2024-07,Artifact Registry,149C-F9EC-3994,0.45,0.00,0.00,0.00,0.445275,0.45
2024-07,Cloud Scheduler,1F14-4801-0E16,0.27,0.00,0.00,0.00,0.266660,0.27
2024-07,Geocoding API,0AC2-4B25-C429,0.01,0.00,0.00,-0.01,0.000000,0.00
2024-07,Maps API,1934-AA85-20F9,6.55,0.00,0.00,-6.55,0.000000,0.00
2024-07,Street View Static API,9208-3D32-4342,0.05,0.00,0.00,-0.05,0.000000,0.00
2024-07,Maps Static API,CF79-2786-ADFC,0.12,0.00,0.00,-0.12,0.000000,0.00
2024-06,Compute Engine,6F81-5844-456A,51973.94,-6.37,-20338.58,-149.16,31479.834016,31479.83
2024-06,Cloud Storage,95FF-2EF5-5EA1,5046.54,0.00,0.00,0.00,5046.544088,5046.54
2024-06,Networking,E505-1604-58F8,4281.54,0.00,0.00,-254.83,4026.708949,4026.71
2024-06,Cloud SQL,9662-B51E-5089,4867.98,0.00,-1524.33,0.00,3343.655751,3343.66
2024-06,BigQuery,24E6-581D-38E5,1889.36,0.00,0.00,0.00,1889.363583,1889.36
2024-06,Cloud Memorystore for Redis,5AF5-2C11-D467,1308.45,0.00,0.00,0.00,1308.450731,1308.45
2024-06,Cloud Monitoring,58CD-E7C3-72CA,614.23,0.00,0.00,0.00,614.233010,614.23
2024-06,Cloud Logging,5490-F7B7-8DF6,477.71,0.00,0.00,0.00,477.714033,477.71
2024-06,Kubernetes Engine,CCD8-9BF1-090E,288.26,0.00,0.00,-24.80,263.461815,263.46
2024-06,BigQuery Storage API,DCC9-8DB9-673F,254.32,0.00,0.00,0.00,254.323661,254.32
2024-06,VM Manager,5E18-9A83-2867,132.52,0.00,0.00,0.00,132.520000,132.52
2024-06,Vertex AI,C7E2-9256-1C43,61.59,0.00,0.00,0.00,61.586864,61.59
2024-06,Cloud DNS,FA26-5236-B8B5,50.77,0.00,0.00,0.00,50.770335,50.77
2024-06,Secret Manager,EE82-7A5E-871C,26.93,0.00,0.00,0.00,26.934562,26.93
2024-06,Cloud Pub/Sub,A1E8-BE35-7EBC,23.72,0.00,0.00,0.00,23.717015,23.72
2024-06,App Engine,F17B-412E-CB64,11.61,0.00,0.00,0.00,11.613005,11.61
2024-06,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,9.53,0.00,0.00,0.00,9.533333,9.53
2024-06,Cloud Key Management Service (KMS),EE2F-D110-890C,3.43,0.00,0.00,0.00,3.429484,3.43
2024-06,Cloud Run Functions,29E7-DA93-CA13,2.43,0.00,0.00,-1.38,1.050990,1.05
2024-06,Artifact Registry,149C-F9EC-3994,0.41,0.00,0.00,0.00,0.408108,0.41
2024-06,Cloud Scheduler,1F14-4801-0E16,0.31,0.00,0.00,0.00,0.306444,0.31
2024-06,Geocoding API,0AC2-4B25-C429,0.00,0.00,0.00,-0.00,0.000000,0.00
2024-06,Maps API,1934-AA85-20F9,7.87,0.00,0.00,-7.87,0.000000,0.00
2024-06,Street View Static API,9208-3D32-4342,0.09,0.00,0.00,-0.09,0.000000,0.00
2024-06,Maps Static API,CF79-2786-ADFC,0.13,0.00,0.00,-0.13,0.000000,0.00
2024-05,Compute Engine,6F81-5844-456A,55479.95,-12.08,-20829.61,-453.29,34184.973028,34184.97
2024-05,Networking,E505-1604-58F8,5651.24,0.00,0.00,-280.26,5370.985762,5370.99
2024-05,Cloud Storage,95FF-2EF5-5EA1,4767.70,0.00,0.00,0.00,4767.703116,4767.70
2024-05,Cloud SQL,9662-B51E-5089,5103.95,0.00,-1574.47,0.00,3529.479131,3529.48
2024-05,BigQuery,24E6-581D-38E5,1953.70,0.00,0.00,0.00,1953.703776,1953.70
2024-05,Cloud Memorystore for Redis,5AF5-2C11-D467,1859.15,0.00,0.00,0.00,1859.145028,1859.15
2024-05,Cloud Monitoring,58CD-E7C3-72CA,634.48,0.00,0.00,0.00,634.483907,634.48
2024-05,Vertex AI,C7E2-9256-1C43,518.74,0.00,0.00,0.00,518.742161,518.74
2024-05,Cloud Logging,5490-F7B7-8DF6,451.42,0.00,0.00,0.00,451.419685,451.42
2024-05,Kubernetes Engine,CCD8-9BF1-090E,313.78,0.00,0.00,-24.80,288.982339,288.98
2024-05,BigQuery Storage API,DCC9-8DB9-673F,219.40,0.00,0.00,0.00,219.397645,219.40
2024-05,VM Manager,5E18-9A83-2867,152.34,0.00,0.00,-0.02,152.328000,152.33
2024-05,Cloud DNS,FA26-5236-B8B5,51.33,0.00,0.00,0.00,51.332602,51.33
2024-05,Secret Manager,EE82-7A5E-871C,28.52,0.00,0.00,0.00,28.518817,28.52
2024-05,Cloud Pub/Sub,A1E8-BE35-7EBC,25.42,0.00,0.00,0.00,25.420305,25.42
2024-05,App Engine,F17B-412E-CB64,11.61,0.00,0.00,0.00,11.609650,11.61
2024-05,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,11.27,0.00,0.00,0.00,11.266667,11.27
2024-05,Cloud Key Management Service (KMS),EE2F-D110-890C,2.87,0.00,0.00,0.00,2.866080,2.87
2024-05,Cloud Run Functions,29E7-DA93-CA13,2.57,0.00,0.00,-1.47,1.101182,1.10
2024-05,Cloud Scheduler,1F14-4801-0E16,0.46,0.00,0.00,0.00,0.458058,0.46
2024-05,Artifact Registry,149C-F9EC-3994,0.35,0.00,0.00,0.00,0.353323,0.35
2024-05,Maps API,1934-AA85-20F9,6.22,0.00,0.00,-6.22,0.000000,0.00
2024-05,Street View Static API,9208-3D32-4342,0.11,0.00,0.00,-0.11,0.000000,0.00
2024-05,Maps Static API,CF79-2786-ADFC,0.14,0.00,0.00,-0.14,0.000000,0.00
2024-04,Compute Engine,6F81-5844-456A,61859.14,0.00,-22989.84,-795.06,38074.244984,38074.24
2024-04,Cloud Storage,95FF-2EF5-5EA1,7401.07,0.00,0.00,0.00,7401.072892,7401.07
2024-04,Networking,E505-1604-58F8,5772.09,0.00,0.00,-335.42,5436.668132,5436.67
2024-04,Cloud SQL,9662-B51E-5089,5183.65,0.00,-1524.00,0.00,3659.648191,3659.65
2024-04,Cloud Logging,5490-F7B7-8DF6,2796.49,0.00,0.00,0.00,2796.492476,2796.49
2024-04,BigQuery,24E6-581D-38E5,2355.13,0.00,0.00,0.00,2355.127628,2355.13
2024-04,Cloud Memorystore for Redis,5AF5-2C11-D467,1807.68,0.00,0.00,0.00,1807.676066,1807.68
2024-04,Vertex AI,C7E2-9256-1C43,776.05,0.00,0.00,0.00,776.050450,776.05
2024-04,Cloud Monitoring,58CD-E7C3-72CA,612.59,0.00,0.00,0.00,612.585330,612.59
2024-04,Kubernetes Engine,CCD8-9BF1-090E,382.76,0.00,0.00,-24.80,357.956829,357.96
2024-04,BigQuery Storage API,DCC9-8DB9-673F,239.13,0.00,0.00,0.00,239.128424,239.13
2024-04,VM Manager,5E18-9A83-2867,192.86,0.00,0.00,0.00,192.857000,192.86
2024-04,Cloud DNS,FA26-5236-B8B5,59.96,0.00,0.00,0.00,59.961965,59.96
2024-04,Cloud Pub/Sub,A1E8-BE35-7EBC,40.83,0.00,0.00,0.00,40.828453,40.83
2024-04,Secret Manager,EE82-7A5E-871C,27.86,0.00,0.00,0.00,27.864877,27.86
2024-04,Notebooks,D73B-5EEA-8215,23.15,0.00,0.00,0.00,23.149994,23.15
2024-04,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,17.85,0.00,0.00,0.00,17.853333,17.85
2024-04,App Engine,F17B-412E-CB64,12.49,0.00,0.00,0.00,12.485146,12.49
2024-04,Cloud Key Management Service (KMS),EE2F-D110-890C,2.20,0.00,0.00,0.00,2.200555,2.20
2024-04,Cloud Run Functions,29E7-DA93-CA13,2.61,0.00,0.00,-1.51,1.104369,1.10
2024-04,Cloud Scheduler,1F14-4801-0E16,0.34,0.00,0.00,0.00,0.336555,0.34
2024-04,Artifact Registry,149C-F9EC-3994,0.27,0.00,0.00,0.00,0.269762,0.27
2024-04,Maps API,1934-AA85-20F9,10.45,0.00,0.00,-10.45,0.000000,0.00
2024-04,Street View Static API,9208-3D32-4342,0.07,0.00,0.00,-0.07,0.000000,0.00
2024-04,Maps Static API,CF79-2786-ADFC,0.14,0.00,0.00,-0.14,0.000000,0.00
2024-03,Compute Engine,6F81-5844-456A,66238.08,0.00,-24116.91,-1267.36,40853.808791,40853.81
2024-03,Cloud Storage,95FF-2EF5-5EA1,7529.63,0.00,0.00,0.00,7529.625544,7529.63
2024-03,Networking,E505-1604-58F8,5805.68,0.00,0.00,-342.41,5463.272378,5463.27
2024-03,Cloud Logging,5490-F7B7-8DF6,4047.29,0.00,0.00,0.00,4047.291614,4047.29
2024-03,Cloud SQL,9662-B51E-5089,5467.36,0.00,-1574.80,0.00,3892.561808,3892.56
2024-03,Cloud Memorystore for Redis,5AF5-2C11-D467,1865.42,0.00,0.00,0.00,1865.420967,1865.42
2024-03,BigQuery,24E6-581D-38E5,1802.77,0.00,0.00,0.00,1802.771560,1802.77
2024-03,Vertex AI,C7E2-9256-1C43,801.01,0.00,0.00,0.00,801.012455,801.01
2024-03,Cloud Monitoring,58CD-E7C3-72CA,595.34,0.00,0.00,0.00,595.337307,595.34
2024-03,Kubernetes Engine,CCD8-9BF1-090E,395.93,0.00,0.00,-24.80,371.131195,371.13
